stazPart,stazArr
FIRENZE,BORGO
FIRENZE,LIVORNO
BOLOGNA,PORRETTA
VENEZIA,TRIESTE
VENEZIA,PORTOGRUARO
VENEZIA,PADOVA
VENEZIA,ROVIGO
ROMA,NETTUNO
ROMA,CHIUSI
ROMA,FIUMICINO
ROMA,FRASCATI
ROMA,VELLETRI
MACOMER,OLBIA
DITTAINO,CALTANISSETTA
LIMONE,FOSSANO
ARONA,MILANO
PONTREMOLI,LA SPEZIA
LA SPEZIA,PONTREMOLI
BOLOGNA,POGGIO
POGGIO,BOLOGNA
MI.P.GENOVA,MORTARA
MORTARA,MI.P.GENOVA
CIVITAVECCHIA,ROMA
ROMA,CIVITAVECCHIA
CASTELBOLOGNESE,RAVENNA
RAVENNA,FERRARA
RAVENNA,BOLOGNA
CATANIA,SIRACUSA
PIACENZA,MILANO
FIRENZE,AREZZO
MONTEVARCHI,FIRENZE
STABIO,VARESE
BUSTO,STABIO
VARESE,MILANO
VARESE,GALLARATE
FOGGIA,BARI
BOLOGNA,RAVENNA
DECIMOMANNU,CAGLIARI
S.AGATA,MESSINA
PATTI-SAN,MESSINA
TREVIGLIO,CREMONA
BRESCIA,CREMONA
BASSANO,TRENTO
MERANO,BOLZANO
PALERMO,PUNTA
PUNTA,PALERMO
PUNTA,PALERMO
PIACENZA,BOLOGNA
TRIESTE,UDINE
RIMINI,RAVENNA
FERRARA,BOLOGNA
NAPOLI,CASERTA
CASERTA,NAPOLI
TORINO,IVREA
CHIVASSO,TORINO
FIUMICINO,ROMA
ORTE,ROMA
FIUMICINO,MONTEROTONDO
TORINO,TORINO
TORINO,CHIVASSO
ALBANO,ROMA
ROMA,FROSINONE
VELLETRI,ROMA
FRASCATI,ROMA
ROMA,CIAMPINO
TERMINI,PALERMO
GALLARATE,LUINO
CHIASSO,MILANO
CHIASSO,COMO
TREVIGLIO,BERGAMO
MILANO,BERGAMO
BERGAMO,BRESCIA
BERGAMO,MILANO
SESTRI,LA SPEZIA
LA SPEZIA,SESTRI
LA SPEZIA,PISA
TARANTO,BARI
FASANO,BARI
SASSUOLO,MODENA
MODENA,MANTOVA
MODENA,BOLOGNA
BERCETO,PARMA
VIGNA,ROMA
BIELLA,NOVARA
NOVARA,BIELLA
NOVARA,MILANO
NOVARA,MILANO
BRESCIA,MILANO
PIOLTELLO,NOVARA
MILANO,PAVIA
MILANO,VOGHERA
PAVIA,MILANO
PAVIA,MILANO
NAPOLI,POZZUOLI
POZZUOLI,NAPOLI
NAPOLI,POZZUOLI
POZZUOLI,NAPOLI
NAPOLI,NAPOLI
POZZUOLI,NAPOLI
NOCERA,NAPOLI
SESTRI,GENOVA
GENOVA,SESTRI
PISA,FIRENZE
VILLA,NAPOLI
NAPOLI,CASERTA
BARDONECCHIA,TORINO
TORINO,BARDONECCHIA
TORINO,BUSSOLENO
NOCERA,SALERNO
LODI,MILANO
MILANO,PAVIA
LODI,MILANO
PONTE,MILANO
LECCO,MILANO
MILANO,COMO
SARONNO,MILANO
MILANO,PONTE
LECCO,MILANO
SARONNO,MILANO
ALBAIRATE,MILANO
M,MALPENSA
M,SARONNO
MALPENSA,M
CAMNAGO,M
M,CAMNAGO
M,MALPENSA
M,SARONNO
M,VARESE
M,COMO
SARONNO,M
MALPENSA,M
CAMNAGO,M
M,CAMNAGO
COMO,M
SARONNO,M
FIRENZE,BOLOGNA
BOLOGNA,PORRETTA
BOLOGNA,PRATO
BOLOGNA,RIMINI
BOLOGNA,FERRARA
BOLOGNA,CASTELBOLOGNESE
VENEZIA,BASSANO
VENEZIA,PORTOGRUARO
BASSANO,VENEZIA
VENEZIA,VICENZA
ROMA,FIUMICINO
ROMA,FORMIA-GAETA
ROMA,FIUMICINO
DITTAINO,CALTANISSETTA
FELTRE,BELLUNO
MI.P.GENOVA,MORTARA
TAORMINA,CATANIA
DECIMOMANNU,CAGLIARI
PATTI-SAN,MESSINA
BASSANO,TRENTO
ROVERETO,TRENTO
TRENTO,ROVERETO
PUNTA,PALERMO
FIUMICINO,ROMA
TORINO,TORINO
ALBANO,CIAMPINO
COMO,CHIASSO
BERCETO,PARMA
BRACCIANO,ROMA
VITERBO,ROMA
NAPOLI,NAPOLI
POZZUOLI,NAPOLI
POZZUOLI,NAPOLI
NAPOLI,NAPOLI
NAPOLI,NAPOLI
SUSA,TORINO
BARDONECCHIA,TORINO
MILANO,LODI
LODI,MILANO
MILANO,LODI
PONTE,MILANO
MILANO,CAMNAGO-LENTATE
ALBAIRATE,MILANO
SARONNO,MILANO
ALBAIRATE,MILANO
M,MALPENSA
M,SARONNO
VARESE,M
MALPENSA,M
CAMNAGO,M
VIGNOLA,BOLOGNA
PRATO,BOLOGNA
PORRETTA,BOLOGNA
IMOLA,BOLOGNA
MINTURNO,ROMA
FIUMICINO,ROMA
FIUMICINO,ROMA
FIUMICINO,ROMA
NETTUNO,ROMA
FIUMICINO,ROMA
ROMA,FIUMICINO
M,SARONNO
BOLOGNA,FAENZA
FIRENZE,PISTOIA
PUNTA,PALERMO
BOLOGNA,FERRARA
VENEZIA,TREVISO
MILANO,BRESCIA
BOLOGNA,PARMA
CASERTA,FORMIA-GAETA
PALERMO,PUNTA
ROMA,VELLETRI
BRINDISI,BARI
CHIUSI,ROMA
ANCONA,FOLIGNO
CALTANISSETTA,DITTAINO
BELLUNO,FELTRE
S.BENEDETTO,ANCONA
FOLIGNO,PERUGIA
CHIUSI,SIENA
CIVITAVECCHIA,ROMA
ALESSANDRIA,TORINO
NOVARA,CHIVASSO
STABIO,BUSTO
VARESE,STABIO
FAENZA,BOLOGNA
PALERMO,PUNTA
CASERTA,CASSINO
SAVONA,GENOVA
PARMA,BOLOGNA
TORINO,TORINO
CIAMPINO,VELLETRI
PISA,FIRENZE
PALERMO,PUNTA
BERGAMO,MILANO
TREVISO,VENEZIA
NAPOLI,VILLA
NAPOLI,FORMIA-GAETA
M,MALPENSA
SARONNO,MILANO
ROMA,FIUMICINO
ROMA,GUIDONIA-MONTECELIO-S.ANGELO
PERUGIA,FOLIGNO
PIAZZA,AULLA
MORTARA,CASALE
CATANIA,CATANIA
CATANIA,CATANIA
FIRENZE,PONTASSIEVE
VARESE,PORTO
ROMA,FIUMICINO
TORINO,TORINO
CIAMPINO,ALBANO
CIAMPINO,ROMA
COMO,CHIASSO
SESTRI,SARZANA
NAPOLI,POZZUOLI
NOVI,GENOVA
BUSSOLENO,TORINO
SARONNO,MILANO
M,MALPENSA
SESSA,ROMA
ROMA,FIUMICINO
LUINO,GALLARATE
PESARO,ANCONA
CHIASSO,COMO
CAMNAGO,MILANO
CASSINO,ROMA
NAPOLI,ROMA
FABRIANO,ANCONA
FOSSANO,TORINO
SIENA,EMPOLI
MESSINA,S.AGATA
TRIESTE,VENEZIA
PALERMO,CEFALU`
BARI,FOGGIA
NAPOLI,ROMA
TORINO,SUSA
SALERNO,NAPOLI
SALERNO,CASERTA
GENOVA,LA SPEZIA
FIRENZE,LIVORNO
FIRENZE,BOLOGNA
FIRENZE,AREZZO
BOLOGNA,RIMINI
ROMA,MINTURNO
CALTANISSETTA,ROCCAPALUMBA-ALIA
CALTANISSETTA,DITTAINO
SIBARI,COSENZA
ISEO,BRESCIA
CUNEO,TORINO
BRA,TORINO
SONDRIO,TIRANO
CATANZARO,LAMEZIA
DOMODOSSOLA,MILANO
FABRIANO,MACERATA
SULMONA,PESCARA
BELLUNO,FELTRE
LAMEZIA,CATANZARO
LA SPEZIA,PONTREMOLI
SAPRI,NAPOLI
CASSINO,FROSINONE
TERNI,ROMA
POGGIO,BOLOGNA
TIVOLI,ROMA
MORTARA,MI.P.GENOVA
REGGIO,MELITO
CIVITAVECCHIA,ROMA
RAVENNA,CASTELBOLOGNESE
RAVENNA,RIMINI
CATANIA,ALCANTARA
PIACENZA,MILANO
SIENA,BUONCONVENTO
MANTOVA,MODENA
AREZZO,FIRENZE
BORGO,FIRENZE
PORTO,MILANO
FOGGIA,BARI
PISTOIA,FIRENZE
CAGLIARI,IGLESIAS
CAGLIARI,SAN
MESSINA,MILAZZO
CREMONA,MILANO
CREMONA,BRESCIA
SACILE,UDINE
LUCCA,FIRENZE
LUCCA,LIVORNO
BOLZANO,FORTEZZA
BOLZANO,MERANO
PALERMO,PUNTA
PESCARA,TERMOLI
PESCARA,TERAMO
FERRARA,RAVENNA
CASERTA,NAPOLI
CHIVASSO,PINEROLO
CHIVASSO,IVREA
REGGIO,CIANO
TORINO,FOSSANO
TORINO,CUNEO
ROMA,COLLEFERRO-SEGNI-PALIANO
VELLETRI,ROMA
ROMA,VELLETRI
CIAMPINO,ALBANO
PALERMO,PUNTA
PALERMO,PALERMO
VICENZA,VENEZIA
ANCONA,PESARO
ANCONA,CASTELPLANIO
CHIASSO,MILANO
LA SPEZIA,PISA
BARI,FASANO
MODENA,SASSUOLO
ALESSANDRIA,MI.P.GENOVA
ALESSANDRIA,VOGHERA
ALESSANDRIA,ASTI
NOVARA,MILANO
TREVISO,MONTEBELLUNA
TREVISO,VENEZIA
MILANO,BERGAMO
PAVIA,ALESSANDRIA
PAVIA,VERCELLI
PAVIA,MORTARA
PAVIA,MILANO
ROMA,CESANO
NAPOLI,NAPOLI
NAPOLI,NAPOLI
NAPOLI,POZZUOLI
ORTE,FIUMICINO
LIVORNO,FIRENZE
NAPOLI,VAIRANO
NAPOLI,CASERTA
NAPOLI,CASERTA
TORINO,BARDONECCHIA
TORINO,IVREA
PADOVA,VENEZIA
MILANO,LODI
MILANO,LECCO
MILANO,PONTE
MILANO,ALBAIRATE
MILANO,PORTO
M,MALPENSA
NOVATE,MALPENSA
MALPENSA,M
FIRENZE,PISTOIA
BOLOGNA,PRATO
BOLOGNA,VIGNOLA
ROMA,NETTUNO
ROMA,TIVOLI
ROMA,ALBANO
ROCCELLA,LOCRI
COSENZA,SIBARI
CROTONE,SIBARI
CUNEO,LIMONE
CUNEO,FOSSANO
PIACENZA,VOGHERA
PONTREMOLI,LA SPEZIA
GROSSETO,ORBETELLO
MACERATA,CIVITANOVA
ORTE,CHIUSI
GUIDONIA-MONTECELIO-S.ANGELO,ROMA
MORTARA,NOVARA
BIELLA,SANTHIA`
SANTHIA`,BIELLA
STABIO,BUSTO
S.AGATA,MESSINA
MESSINA,GIAMPILIERI
CREMONA,FIDENZA
CREMONA,BOZZOLO
TRENTO,ALA
MANIAGO,SACILE
LUCCA,VIAREGGIO
PUNTA,PALERMO
PALERMO,PUNTA
PALERMO,PALERMO
PALERMO,GIACHERY
CASARSA,PORTOGRUARO
PORTOGRUARO,TREVISO
PORTOGRUARO,CASARSA
FERRARA,BOLOGNA
CASERTA,NAPOLI
PINEROLO,CHIVASSO
RIVAROLO,CHIERI
TORINO,CHIERI
ROMA,FRASCATI
FROSINONE,ROMA
ROMA,COLLEFERRO-SEGNI-PALIANO
VELLETRI,ROMA
FIRENZE,PRATO
S.AGATA,PALERMO
PALERMO,TERMINI
VICENZA,SCHIO
COMO,CHIASSO
TREVIGLIO,BERGAMO
BRESCIA,BERGAMO
FASANO,BARI
ALESSANDRIA,ARQUATA
PIADENA,PARMA
PARMA,BERCETO
ROMA,LA SPEZIA
BIELLA,NOVARA
MONTEBELLUNA,TREVISO
BRESCIA,MILANO
MILANO,TREVIGLIO
VOGHERA,MILANO
MILANO,PAVIA
ROMA,FIUMICINO
NAPOLI,NAPOLI
NAPOLI,NAPOLI
NAPOLI,VILLA
NAPOLI,POZZUOLI
NAPOLI,POZZUOLI
ROMA,ORTE
LIVORNO,PONTEDERA
PISA,LUCCA
SUSA,TORINO
SALERNO,MERCATO
MONTEBELLUNA,PADOVA
MILANO,LODI
LECCO,MILANO
PONTE,MILANO
LECCO,MILANO
LECCO,MILANO
LECCO,MONZA
SARONNO,MILANO
M,VARESE
M,COMO
MARIANO,M
M,CAMNAGO
NOVATE,M
M,MALPENSA
NOVATE,MILANO
M,SARONNO
COMO,M
VARESE,M
SARONNO,M
MALPENSA,M
SEVESO,M
NOVATE,SARONNO
FIRENZE,EMPOLI
PORRETTA,BOLOGNA
S.,VENEZIA
BASSANO,VENEZIA
VENEZIA,VENEZIA
NETTUNO,ROMA
FIUMICINO,ROMA
ROMA,FIUMICINO
ROMA,FIUMICINO
PIAZZA,AULLA
TARANTO,BRINDISI
CASALE,MORTARA
ORISTANO,CAGLIARI
PIAZZA,LUCCA
LATISANA,TRIESTE
ALBANO,CIAMPINO
TREVIGLIO,BERGAMO
VILLA,NAPOLI
NAPOLI,POZZUOLI
BARDONECCHIA,TORINO
SAN,BOLOGNA
FIUMICINO,ROMA
SIBARI,CATANZARO
CASSINO,ROMA
GROSSETO,ROMA
CHIUSI,FIRENZE
REGGIO,CATANZARO
UDINE,VENEZIA
NAPOLI,ROMA
LA SPEZIA,FIRENZE
NAPOLI,ROMA
TORINO,MILANO
BOLOGNA,VOGHERA
OLBIA,MACOMER
ISEO,EDOLO
AVEZZANO,ROMA
PAOLA,REGGIO
BELLUNO,VENEZIA
LAMEZIA,REGGIO
PESCARA,ANCONA
CASSINO,NAPOLI
CASSINO,ROMA
TERNI,L`AQUILA
LECCE,BARI
MONSELICE,MANTOVA
CHIUSI,ROMA
CATANIA,TAORMINA
CATANIA,MESSINA
SIENA,FIRENZE
VARESE,TREVIGLIO
FOGGIA,POTENZA
CAGLIARI,CARBONIA
MESSINA,CATANIA
CREMONA,MILANO
TRENTO,BASSANO
PORTOGRUARO,VENEZIA
UDINE,VENEZIA
TRIESTE,VENEZIA
RIMINI,BOLOGNA
RIMINI,ANCONA
FERRARA,RAVENNA
CHIVASSO,ALESSANDRIA
ROMA,MONTALTO
ROMA,NETTUNO
SAVONA,VENTIMIGLIA
SAVONA,TORINO
TORINO,ALBA
ROMA,CASSINO
FIRENZE,CHIUSI
ANCONA,FOLIGNO
ANCONA,PESCARA
BARI,LECCE
BARI,TARANTO
BARI,FOGGIA
MODENA,MANTOVA
ALESSANDRIA,TORINO
ALESSANDRIA,CHIVASSO
PARMA,BRESCIA
ROMA,BRACCIANO
TREVISO,VICENZA
VERONA,BOLOGNA
VERONA,BOLZANO
VERONA,VENEZIA
GENOVA,TORINO
LIVORNO,LA SPEZIA
LIVORNO,FIRENZE
PISA,GROSSETO
NAPOLI,FORMIA-GAETA
TORINO,MILANO
TORINO,SUSA
SALERNO,NAPOLI
SALERNO,NAPOLI
VENEZIA,VERONA
MILANO,CHIASSO
MILANO,PIACENZA
FIRENZE,VIAREGGIO
FIRENZE,FAENZA
BOLOGNA,VERONA
VENEZIA,BASSANO
ROCCELLA,REGGIO
SIRACUSA,CATANIA
ALBA,TORINO
VOGHERA,PIACENZA
STRADELLA,MILANO
CROTONE,LAMEZIA
CATANZARO,LOCRI
ARONA,DOMODOSSOLA
ARONA,MILANO
FABRIANO,ANCONA
FOSSANO,TORINO
SULMONA,L`AQUILA
IGLESIAS,CAGLIARI
CARBONIA,CAGLIARI
ASCOLI,PORTO
SALERNO,BUCCINO
TERNI,ROMA
COLICO,CHIAVENNA
ROVIGO,VENEZIA
ROVIGO,VENEZIA
POGGIO,BOLOGNA
CHIUSI,SIENA
TIVOLI,ROMA
VERCELLI,PAVIA
CIVITAVECCHIA,ROMA
RAVENNA,CASTELBOLOGNESE
FIUMEFREDDO,SIRACUSA
PIACENZA,MILANO
CREMONA,PAVIA
BUONCONVENTO,FIRENZE
SIENA,CHIUSI
SIENA,BUONCONVENTO
ASTI,TORINO
ASTI,ACQUI
MANTOVA,VERONA
BORGO,FIRENZE
FIRENZE,AREZZO
AREZZO,PRATO
VARESE,STABIO
FAENZA,RAVENNA
PISTOIA,FIRENZE
CAGLIARI,SAN
CAGLIARI,IGLESIAS
BOZZOLO,MILANO
CREMONA,BRESCIA
CREMONA,FIDENZA
TRENTO,BOLZANO
TRENTO,VERONA
TRENTO,BOLZANO
TRENTO,ALA
SACILE,MANIAGO
BOLZANO,BRENNERO
BOLZANO,ALA
BOLZANO,MERANO
PALERMO,PUNTA
PUNTA,PALERMO
PORTOGRUARO,VENEZIA
PORTOGRUARO,TRIESTE
PORTOGRUARO,TREVISO
SALSOMAGGIORE,FIDENZA
FIDENZA,SALSOMAGGIORE
PESCARA,TERMOLI
CARNIA,TRIESTE
UDINE,TRIESTE
RIMINI,RAVENNA
RIMINI,ANCONA
RIMINI,BOLOGNA
ROVIGO,BOLOGNA
FERRARA,RAVENNA
FERRARA,CODIGORO
CASERTA,SALERNO
CASERTA,NAPOLI
CASERTA,CASSINO
CHIVASSO,PINEROLO
MONTEROTONDO,FIUMICINO
ROMA,LA SPEZIA
FARA,ROMA
PARMA,BOLOGNA
REGGIO,GUASTALLA
REGGIO,CIANO
TORINO,VILLANOVA
TORINO,FOSSANO
EMPOLI,SIENA
PALERMO,TERMINI
LUINO,MILANO
GALLARATE,LUINO
GALLARATE,VARESE
VICENZA,VENEZIA
VICENZA,TREVISO
ANCONA,FABRIANO
CHIASSO,MILANO
COMO,LECCO
BERGAMO,MILANO
BERGAMO,BRESCIA
BERGAMO,TREVIGLIO
BERGAMO,MILANO
LA SPEZIA,PONTREMOLI
BARI,GIOVINAZZO
BARI,FASANO
BARI,FASANO
MODENA,SASSUOLO
MODENA,MANTOVA
ALESSANDRIA,PAVIA
ALESSANDRIA,MI.P.GENOVA
ROMA,CESANO
NOVARA,TREVIGLIO
NOVARA,BIELLA
NOVARA,ALESSANDRIA
TREVISO,PADOVA
TREVISO,PORTOGRUARO
MILANO,BRESCIA
MILANO,BERGAMO
MILANO,TREVIGLIO
VOGHERA,MILANO
PAVIA,ALESSANDRIA
PAVIA,MILANO
POZZUOLI,NAPOLI
NAPOLI,VILLA
GENOVA,ARQUATA
GENOVA,ACQUI
GENOVA,BUSALLA
VAL,LUNGHEZZA
ORTE,FIUMICINO
ROMA,POGGIO
LIVORNO,FIRENZE
PISA,LA SPEZIA
NAPOLI,SALERNO
NAPOLI,CASERTA
GENOVA,SAVONA
PADOVA,MONTEBELLUNA
PADOVA,BASSANO
MILANO,PAVIA
MILANO,LECCO
MILANO,PONTE
MILANO,COMO
MILANO,LECCO
MILANO,ALBAIRATE
MILANO,NOVARA
MILANO,ALBAIRATE
MILANO,BERGAMO
M,COMO
M,NOVARA
COMO,M
SARONNO,M
BOLOGNA,PORRETTA
BOLOGNA,RIMINI
BOLOGNA,VIGNOLA
BOLOGNA,PRATO
BOLOGNA,FERRARA
VENEZIA,BASSANO
VENEZIA,PORTOGRUARO
VENEZIA,VERONA
VENEZIA,PORTOGRUARO
ROMA,LATINA
ROMA,PADIGLIONE
ROMA,FIUMICINO
ROMA,LADISPOLI-CERVETERI
ROMA,COLLEFERRO-SEGNI-PALIANO
OLBIA,GOLFO
SASSARI,PORTO
ROCCAPALUMBA-ALIA,CALTANISSETTA
SIBARI,COSENZA
PISOGNE,BRESCIA
ISEO,BRESCIA
SIRACUSA,AUGUSTA
LIMONE,CUNEO
COLICO,SONDRIO
PERUGIA,FOLIGNO
LAMEZIA,CATANZARO
ARONA,NOVARA
L`AQUILA,SULMONA
SAPRI,COSENZA
CARBONIA,VILLAMASSARGIA
FELTRE,BELLUNO
BELLUNO,FELTRE
PONTREMOLI,LA SPEZIA
PIAZZA,AULLA
CASSINO,FROSINONE
RIETI,TERNI
TARANTO,BRINDISI
CHIAVENNA,COLICO
CHIAVENNA,COLICO
MACERATA,ANCONA
LEGNAGO,PADOVA
SERMIDE,SUZZARA
TIVOLI,ROMA
MANDELA-SAMBUCI,ROMA
MORTARA,MI.P.GENOVA
MORTARA,CASALE
MORTARA,VERCELLI
MORTARA,NOVARA
CIVITAVECCHIA,ROMA
IVREA,TORINO
VERONA,MANTOVA
BORGO,FIRENZE
AREZZO,FIRENZE
BIELLA,SANTHIA`
SANTHIA`,BIELLA
BUSTO,STABIO
GALLARATE,VARESE
VARESE,STABIO
FIRENZE,PISTOIA
PISTOIA,FIRENZE
PISTOIA,FIRENZE
CAGLIARI,DECIMOMANNU
MILAZZO,MESSINA
GIAMPILIERI,MESSINA
S.AGATA,MESSINA
MESSINA,GIAMPILIERI
TREVIGLIO,CREMONA
PIADENA,CREMONA
MERANO,BOLZANO
GIACHERY,PALERMO
PALERMO,PUNTA
PUNTA,PALERMO
PUNTA,PALERMO
GIACHERY,PALERMO
PALERMO,GIACHERY
PALERMO,GIACHERY
CASARSA,PORTOGRUARO
PORTOGRUARO,CASARSA
SALSOMAGGIORE,FIDENZA
FIDENZA,SALSOMAGGIORE
FIDENZA,CREMONA
TERMOLI,PESCARA
PESARO,RIMINI
SERMIDE,FERRARA
NAPOLI,CASERTA
TORINO,CHIVASSO
FARA,FIUMICINO
ROMA,MONTEROTONDO
VITERBO,ROMA
ACQUI,SAVONA
SASSUOLO,REGGIO
GUASTALLA,REGGIO
CIANO,REGGIO
REGGIO,SASSUOLO
TORINO,ASTI
RIVAROLO,CHIERI
PINEROLO,CHIVASSO
COLLEFERRO-SEGNI-PALIANO,ROMA
FRASCATI,ROMA
ROMA,FRASCATI
ALBANO,ROMA
COLLEFERRO-SEGNI-PALIANO,ROMA
VELLETRI,ROMA
FROSINONE,ROMA
CIAMPINO,ALBANO
FIRENZE,EMPOLI
AREZZO,FIRENZE
BORGO,FIRENZE
AGRIGENTO,PALERMO
CEFALU`,PALERMO
AGRIGENTO,PALERMO
PALERMO,TERMINI
SCHIO,VICENZA
BASSANO,VICENZA
CHIASSO,MILANO
CHIASSO,COMO
MILANO,CHIASSO
CHIASSO,COMO
LECCO,COMO
COMO,CHIASSO
BRESCIA,BERGAMO
TREVIGLIO,BERGAMO
BRESCIA,BERGAMO
BITRITTO,BARI
TARANTO,BARI
BARI,BITRITTO
SASSUOLO,MODENA
CARPI,MODENA
MODENA,SASSUOLO
VOGHERA,ASTI
ACQUI,ALESSANDRIA
ALESSANDRIA,ACQUI
ALESSANDRIA,VOGHERA
PIADENA,PARMA
SUZZARA,PARMA
PARMA,BERCETO
VITERBO,ROMA
ROMA,VIGNA
LA SPEZIA,ROMA
VITERBO,ROMA
DOMODOSSOLA,NOVARA
BIELLA,NOVARA
NOVARA,ARONA
VENEZIA,CONEGLIANO
VENEZIA,TREVISO
MONTEBELLUNA,TREVISO
TREVISO,MONTEBELLUNA
TREVISO,VENEZIA
BRESCIA,MILANO
TORREBERETTI,PAVIA
MILANO,PAVIA
PAVIA,MILANO
POZZUOLI,NAPOLI
NAPOLI,POZZUOLI
POZZUOLI,NAPOLI
NAPOLI,POZZUOLI
VILLA,NAPOLI
NAPOLI,POZZUOLI
VILLA,NAPOLI
NAPOLI,VILLA
NAPOLI,VILLA
ACQUI,GENOVA
NOVI,GENOVA
NOVI,GENOVA
ACQUI,GENOVA
LIVORNO,LUCCA
PONTEDERA,PISA
NAPOLI,VILLA
SUSA,TORINO
SESTRI,GENOVA
PADOVA,VENEZIA
MILANO,LODI
MILANO,MILANO
MILANO,MELEGNANO
PONTE,MILANO
MILANO,PONTE
LECCO,MILANO
LECCO,MONZA
PONTE,MILANO
LECCO,MILANO
SARONNO,MILANO
SARONNO,MILANO
M,MALPENSA
M,SARONNO
ASSO,M
MALPENSA,M
M,MALPENSA
NOVARA,M
COMO,M
LAVENO,M
ERBA,M
SARONNO,M
COMO,M
MALPENSA,M
MILANO,SEVESO
LAVENO,M
BORGO,FIRENZE
FIRENZE,PISTOIA
PORRETTA,BOLOGNA
VIGNOLA,BOLOGNA
PORRETTA,BOLOGNA
PRATO,BOLOGNA
BOLOGNA,POGGIO
BOLOGNA,FERRARA
BASSANO,VENEZIA
BASSANO,VENEZIA
VENEZIA,VENEZIA
BRESCIA,MILANO
LATINA,ROMA
NETTUNO,ROMA
MINTURNO,ROMA
FIUMICINO,ROMA
VILLA,ROMA
ROMA,FIUMICINO
ROMA,FIUMICINO
PORTO,SASSARI
MI.P.GENOVA,MORTARA
SAN,CAGLIARI
ORISTANO,CAGLIARI
BRESCIA,CREMONA
ALA,TRENTO
PUNTA,PALERMO
CASALE,CHIVASSO
CASTELPLANIO,ANCONA
TREVIGLIO,BERGAMO
SESTRI,LA SPEZIA
BERCETO,PARMA
BASSANO,PADOVA
BORGO,FIRENZE
VENEZIA,VENEZIA
CESANO,MILANO
SIRACUSA,MESSINA
REGGIO,COSENZA
MESSINA,PALERMO
CASERTA,ROMA
LA SPEZIA,SAVONA
ROMA,VITERBO
BENEVENTO,ROMA
SIRACUSA,MESSINA
AVEZZANO,CASSINO
AVEZZANO,ROMA
SONDRIO,MILANO
POTENZA,FOGGIA
FORTEZZA,VERONA
CATANZARO,SIBARI
CATANZARO,REGGIO
FABRIANO,ANCONA
COSENZA,REGGIO
LAMEZIA,REGGIO
VENTIMIGLIA,GENOVA
FOLIGNO,ANCONA
GROSSETO,ROMA
CHIUSI,FIRENZE
REGGIO,LAMEZIA
MANTOVA,VENEZIA
VARESE,TREVIGLIO
FOGGIA,POTENZA
FAENZA,FIRENZE
MESSINA,SIRACUSA
MESSINA,S.AGATA
TRENTO,BRENNERO
BOLZANO,VERONA
UDINE,VENEZIA
RIMINI,S.PIETRO
SAVONA,SESTRI
SAVONA,VENTIMIGLIA
TORINO,GENOVA
PALERMO,MESSINA
PALERMO,AGRIGENTO
LA SPEZIA,GENOVA
NOVARA,IVREA
VENEZIA,TRIESTE
VERONA,VENEZIA
VERONA,MILANO
NAPOLI,CASTELLAMMARE
GENOVA,MILANO
PISA,AULLA
NAPOLI,ROMA
NAPOLI,ROMA
SALERNO,ROMA
SALERNO,POTENZA
GENOVA,VENTIMIGLIA
MILANO,BOLOGNA
FIRENZE,ROMA
BOLOGNA,MILANO
BOLOGNA,MILANO
ROMA,NAPOLI
ROMA,MILANO
ISERNIA,NAPOLI
SASSARI,OLBIA
DITTAINO,PALERMO
BENEVENTO,ROMA
BENEVENTO,NAPOLI
SIBARI,CATANZARO
PIACENZA,MILANO
SONDRIO,LECCO
POTENZA,FOGGIA
POTENZA,SALERNO
BRENNERO,MERANO
BELLUNO,VENEZIA
PESCARA,ANCONA
CASSINO,AVEZZANO
CASSINO,NAPOLI
CASSINO,ROMA
TERNI,L`AQUILA
COLICO,MILANO
ORBETELLO,PISA
GROSSETO,SIENA
ANCONA,ASCOLI
CIVITANOVA,FABRIANO
VENEZIA,BOLOGNA
FOSSANO,SAVONA
TERONTOLA,ROMA
CHIUSI,TERNI
CHIUSI,FOLIGNO
CHIUSI,FIRENZE
RAVENNA,FERRARA
RAVENNA,PESARO
IVREA,NOVARA
SIENA,FIRENZE
MANTOVA,MODENA
VARESE,TREVIGLIO
FOGGIA,BARI
MESSINA,CATANIA
CREMONA,MILANO
TRENTO,PERGINE
VIAREGGIO,FIRENZE
BARLETTA,FASANO
PARMA,MILANO
UDINE,VENEZIA
TRIESTE,VENEZIA
TRIESTE,CARNIA
RIMINI,BOLOGNA
FERRARA,VENEZIA
FERRARA,IMOLA
TORINO,MILANO
CHIVASSO,PINEROLO
CHIVASSO,ALESSANDRIA
SAVONA,ALESSANDRIA
SAVONA,RECCO
TORINO,GENOVA
TORINO,MILANO
FIRENZE,AREZZO
VENEZIA,MILANO
LA SPEZIA,LIVORNO
LA SPEZIA,PISA
TARANTO,BARI
BARI,LECCE
BARI,FOGGIA
BARI,TARANTO
PARMA,BRESCIA
PARMA,SUZZARA
NOVARA,DOMODOSSOLA
NOVARA,IVREA
NOVARA,TREVIGLIO
TREVISO,BELLUNO
TREVIGLIO,VARESE
PAVIA,CODOGNO
VERONA,BOLOGNA
VERONA,BOLZANO
VERONA,VENEZIA
FIUMICINO,ORTE
NAPOLI,SALERNO
NAPOLI,CASTELLAMMARE
LIVORNO,PONTREMOLI
NAPOLI,BENEVENTO
TORINO,MILANO
TORINO,BARDONECCHIA
TORINO,GENOVA
SALERNO,ARECHI
SALERNO,NAPOLI
SALERNO,ARECHI
GENOVA,LA SPEZIA
MILANO,LECCO
