stazPart,stazArr
ROMA,NAPOLI
ROMA,CASSINO
EDOLO,BRESCIA
TORINO,ALBA
ALBA,TORINO
STRADELLA,MILANO
CATANZARO,LOCRI
ARONA,MILANO
FABRIANO,ANCONA
FOSSANO,TORINO
SULMONA,PESCARA
CARBONIA,CAGLIARI
CAGLIARI,CARBONIA
PONTREMOLI,LA SPEZIA
TERAMO,PESCARA
SAPRI,NAPOLI
FOLIGNO,PERUGIA
TERNI,ROMA
BRINDISI,TARANTO
ROVIGO,VENEZIA
SUZZARA,FERRARA
POGGIO,BOLOGNA
POGGIO,BOLOGNA
CHIUSI,SIENA
PAVIA,VERCELLI
VERCELLI,PAVIA
ALESSANDRIA,NOVARA
CIVITAVECCHIA,ROMA
ROMA,CIVITAVECCHIA
RAVENNA,FERRARA
CODOGNO,PAVIA
SIENA,EMPOLI
SIENA,GROSSETO
ASTI,TORINO
ASTI,ACQUI
MANTOVA,MONSELICE
MANTOVA,VERONA
VERNIO,AREZZO
FIRENZE,BORGO
MILANO,PORTO
FOGGIA,BARI
BOLOGNA,RAVENNA
FIRENZE,LUCCA
PISTOIA,FIRENZE
CREMONA,TREVIGLIO
CREMONA,BRESCIA
SACILE,VENEZIA
LUCCA,FIRENZE
MERANO,BRENNERO
BOLZANO,TRENTO
PALERMO,PUNTA
PORTOGRUARO,VENEZIA
BARLETTA,BARI
PESCARA,TERMOLI
PESCARA,S.BENEDETTO
CARNIA,TRIESTE
TRIESTE,PORTOGRUARO
FERRARA,SUZZARA
FERRARA,CODIGORO
CASERTA,SALERNO
CASERTA,NAPOLI
CASERTA,NAPOLI
CHIVASSO,ALESSANDRIA
CHIVASSO,PINEROLO
FIUMICINO,FARA
ORTE,FIUMICINO
FIUMICINO,FARA
ROMA,BRACCIANO
TORINO,ASTI
TORINO,CEVA
CHIERI,RIVAROLO
TORINO,FOSSANO
ROMA,COLLEFERRO-SEGNI-PALIANO
FIRENZE,PISA
FIRENZE,PISA
EMPOLI,SIENA
FIRENZE,CHIUSI
AGRIGENTO,PALERMO
PALERMO,S.AGATA
PALERMO,TERMINI
GALLARATE,LUINO
VICENZA,VENEZIA
VICENZA,SCHIO
VICENZA,TREVISO
ANCONA,RIMINI
CHIASSO,MILANO
COMO,LECCO
COMO,MILANO
BERGAMO,MILANO
BERGAMO,BRESCIA
BERGAMO,TREVIGLIO
LA SPEZIA,PONTREMOLI
LA SPEZIA,SESTRI
LA SPEZIA,PISA
FASANO,BARLETTA
FASANO,BARLETTA
BARI,BRINDISI
BARI,TARANTO
MODENA,MANTOVA
MODENA,SASSUOLO
ALESSANDRIA,PAVIA
PARMA,SUZZARA
ROMA,VITERBO
CESANO,ROMA
NOVARA,PIOLTELLO
NOVARA,BIELLA
NOVARA,MORTARA
VENEZIA,BELLUNO
TREVIGLIO,VARESE
TREVIGLIO,NOVARA
MILANO,BRESCIA
MILANO,BERGAMO
MILANO,STRADELLA
PAVIA,MILANO
PAVIA,ALESSANDRIA
PAVIA,MILANO
VERONA,MILANO
POZZUOLI,NAPOLI
POZZUOLI,NAPOLI
NAPOLI,NOCERA
NAPOLI,VILLA
NAPOLI,CASERTA
GENOVA,MILANO
GENOVA,NOVI
GENOVA,ARQUATA
FARA,FIUMICINO
ROMA,TIVOLI
PISA,LA SPEZIA
PISA,FIRENZE
NAPOLI,FORMIA-GAETA
NAPOLI,CASERTA
NAPOLI,CASERTA
TORINO,SUSA
TORINO,BARDONECCHIA
TORINO,IVREA
TORINO,ALESSANDRIA
SALERNO,CASERTA
SESTRI,SAVONA
SESTRI,SAVONA
VENEZIA,LEGNAGO
VENEZIA,VICENZA
PADOVA,TREVISO
PADOVA,MONTEBELLUNA
MILANO,PIACENZA
MILANO,PAVIA
MILANO,PIACENZA
MILANO,CALOLZIOCORTE
LECCO,MILANO
MILANO,LECCO
M,ASSO
M,NOVARA
M,LAVENO
M,COMO
M,CAMNAGO
COMO,M
SARONNO,LODI
SARONNO,LODI
SARONNO,M
FIRENZE,SIENA
FIRENZE,PISA
BOLOGNA,PORRETTA
BOLOGNA,PORRETTA
BOLOGNA,IMOLA
BOLOGNA,VIGNOLA
BOLOGNA,FERRARA
VENEZIA,BASSANO
VENEZIA,ROVIGO
VENEZIA,BASSANO
VENEZIA,PORTOGRUARO
VENEZIA,VERONA
ROMA,FORMIA-GAETA
ROMA,NETTUNO
ROMA,FIUMICINO
ROMA,ALBANO
ROMA,VELLETRI
SASSARI,OZIERI
TORINO,BRA
VOGHERA,PIACENZA
PERUGIA,TERONTOLA
TARANTO,POTENZA
BRENNERO,FORTEZZA
CATANZARO,CROTONE
L`AQUILA,SULMONA
VILLAMASSARGIA,IGLESIAS
TERAMO,PESCARA
FOLIGNO,PERUGIA
ORTE,CHIUSI
LUNGHEZZA,ROMA
CASALE,MORTARA
PAVIA,MORTARA
MI.P.GENOVA,MORTARA
MORTARA,MI.P.GENOVA
IVREA,CHIVASSO
BUONCONVENTO,SIENA
ALESSANDRIA,TORINO
ALBA,ASTI
VERONA,MANTOVA
BORGO,FIRENZE
MONTEVARCHI,FIRENZE
BIELLA,SANTHIA`
SANTHIA`,BIELLA
PORTO,MILANO
STABIO,BUSTO
BUSTO,STABIO
FIRENZE,PISTOIA
ORISTANO,CAGLIARI
DECIMOMANNU,CAGLIARI
CAGLIARI,DECIMOMANNU
S.AGATA,MESSINA
TREVIGLIO,CREMONA
BASSANO,TRENTO
UDINE,SACILE
VIAREGGIO,LUCCA
PISA,LUCCA
LUCCA,PISA
GIACHERY,PALERMO
PALERMO,PUNTA
PUNTA,PALERMO
GIACHERY,PALERMO
PALERMO,GIACHERY
PALERMO,PALERMO
TREVISO,PORTOGRUARO
CODIGORO,FERRARA
FERRARA,SERMIDE
VAIRANO,CASERTA
FIUMICINO,ROMA
COLLEFERRO-SEGNI-PALIANO,ROMA
CESANO,ROMA
CHIERI,RIVAROLO
PINEROLO,CHIVASSO
CHIERI,TORINO
FROSINONE,ROMA
VELLETRI,ROMA
FRASCATI,ROMA
ROMA,FRASCATI
VELLETRI,CIAMPINO
ALBANO,ROMA
S.AGATA,PALERMO
TERMINI,PALERMO
LUINO,GALLARATE
SCHIO,VICENZA
CASTELPLANIO,ANCONA
CHIASSO,MILANO
CHIASSO,COMO
MILANO,CHIASSO
COMO,LECCO
COMO,CHIASSO
BRESCIA,BERGAMO
BERGAMO,MILANO
BITRITTO,BARI
BARI,BITRITTO
SASSUOLO,MODENA
CARPI,MODENA
MODENA,CARPI
MODENA,SASSUOLO
BRESCIA,PARMA
SUZZARA,PARMA
PARMA,BERCETO
CESANO,ROMA
VIGNA,ROMA
LA SPEZIA,ROMA
BIELLA,NOVARA
VENEZIA,TREVISO
MONTEBELLUNA,TREVISO
BRESCIA,MILANO
TORTONA,MILANO
MILANO,PAVIA
PAVIA,MILANO
NAPOLI,POZZUOLI
POZZUOLI,NAPOLI
NAPOLI,POZZUOLI
POZZUOLI,NAPOLI
NOCERA,NAPOLI
NAPOLI,POZZUOLI
VILLA,NAPOLI
NAPOLI,POZZUOLI
NOCERA,NAPOLI
NAPOLI,VILLA
GENOVA,GENOVA
ARQUATA,GENOVA
SESTRI,GENOVA
GENOVA,GENOVA
PISA,LIVORNO
SUSA,TORINO
SALERNO,MERCATO
SALERNO,NOCERA
GENOVA,GENOVA
BASSANO,PADOVA
MONTEBELLUNA,PADOVA
CESANO,MILANO
SEREGNO,ALBAIRATE
ALBAIRATE,SEREGNO
MILANO,PONTE
LECCO,MILANO
PONTE,MILANO
LECCO,MILANO
SARONNO,MILANO
SARONNO,MILANO
M,MALPENSA
M,SARONNO
ASSO,M
MALPENSA,M
CAMNAGO,M
NOVARA,M
M,SARONNO
SEVESO,MILANO
COMO,M
SARONNO,M
MALPENSA,M
CAMNAGO,M
BORGO,FIRENZE
FIRENZE,BORGO
PRATO,BOLOGNA
BOLOGNA,POGGIO
BASSANO,VENEZIA
VENEZIA,VENEZIA
BASSANO,VENEZIA
FIUMICINO,ROMA
NETTUNO,ROMA
FIUMICINO,ROMA
ROMA,FIUMICINO
ROMA,FIUMICINO
ROMA,FIUMICINO
SAN,FOSSANO
BRESCIA,CREMONA
VILLA,TRIESTE
TORINO,TORINO
LUINO,GALLARATE
TARANTO,BARI
NOCERA,NAPOLI
COMO,MILANO
PORRETTA,BOLOGNA
IMOLA,BOLOGNA
FIUMICINO,ROMA
SIRACUSA,ROMA
LECCE,TORINO
VENEZIA,REGGIO
BOLZANO,SIBARI
TRIESTE,ROMA
MILANO,LECCE
SALERNO,TORINO
ROMA,REGGIO
TORINO,ROMA
MILANO,PESCARA
VENEZIA,SALERNO
MILANO,BARI
ROMA,TARANTO
GROSSETO,MILANO
NAPOLI,MILANO
TORINO,ROMA
MILANO,SALERNO
MILANO,BENEVENTO
VENEZIA,NAPOLI
BOLZANO,ROMA
ROMA,BOLZANO
PISA,ROMA
NAPOLI,BRESCIA
NAPOLI,MILANO
MILANO,PESCARA
ROMA,GENOVA
ROMA,PISA
SASSARI,CAGLIARI
AULLA,PISA
FOLIGNO,FIRENZE
TRIESTE,VENEZIA
PESARO,PIACENZA
FIRENZE,PONTREMOLI
PALERMO,MESSINA
LA SPEZIA,FIRENZE
ROMA,GROSSETO
TORINO,GENOVA
GENOVA,PONTREMOLI
MILANO,VENEZIA
MILANO,BOLOGNA
MILANO,TIRANO
OLBIA,SASSARI
SIRACUSA,CATANIA
POTENZA,FOGGIA
BRENNERO,VERONA
BRENNERO,MERANO
CATANZARO,SIBARI
LAMEZIA,REGGIO
VENTIMIGLIA,GENOVA
SALERNO,POTENZA
CASSINO,ROMA
LECCE,BARI
PESARO,PESCARA
CIVITANOVA,FABRIANO
VENEZIA,BOLOGNA
REGGIO,CATANZARO
REGGIO,LAMEZIA
SIENA,FIRENZE
SIENA,CHIUSI
MANTOVA,MODENA
VARESE,TREVIGLIO
VARESE,TREVIGLIO
PISTOIA,MONTEVARCHI
MESSINA,CATANIA
UDINE,VENEZIA
VIAREGGIO,FIRENZE
BOLZANO,VERONA
BARLETTA,FASANO
PESCARA,SULMONA
RIMINI,BOLOGNA
TORINO,MILANO
ROMA,VITERBO
GENOVA,VENTIMIGLIA
SAVONA,ACQUI
FIRENZE,AREZZO
PALERMO,DITTAINO
MILANO,DOMODOSSOLA
ANCONA,FOLIGNO
ANCONA,ASCOLI
ANCONA,FABRIANO
LA SPEZIA,GENOVA
ALESSANDRIA,SAVONA
PARMA,BRESCIA
NOVARA,PIOLTELLO
TREVIGLIO,VARESE
TREVIGLIO,NOVARA
PAVIA,CREMONA
VERONA,VENEZIA
VERONA,BOLZANO
FIUMICINO,ORTE
NAPOLI,SALERNO
GENOVA,TORINO
NAPOLI,CASSINO
VENEZIA,MILANO
MILANO,LECCO
SARONNO,MILANO
FIRENZE,FAENZA
FIRENZE,VIAREGGIO
BOLOGNA,RIMINI
VENEZIA,TRIESTE
VENEZIA,VERONA
MILANO,TORINO
MILANO,BOZZOLO
MILANO,SONDRIO
MILANO,VERONA
ROMA,ISERNIA
ROMA,CASSINO
ROMA,CIVITAVECCHIA
LOCRI,ROCCELLA
SONDRIO,MILANO
LAMEZIA,CROTONE
CATANZARO,LAMEZIA
FOSSANO,TORINO
SULMONA,L`AQUILA
COSENZA,SAPRI
SAPRI,COSENZA
CAGLIARI,IGLESIAS
PONTREMOLI,LIVORNO
PONTREMOLI,LA SPEZIA
ASCOLI,ANCONA
TERAMO,PESCARA
PESCARA,TERAMO
CASSINO,CASERTA
ROMA,RIETI
LECCE,BARI
COLICO,LECCO
POGGIO,BOLOGNA
FOSSANO,CUNEO
MI.P.GENOVA,ALESSANDRIA
ALESSANDRIA,NOVARA
ROMA,CIVITAVECCHIA
RAVENNA,BOLOGNA
CATANIA,SIRACUSA
PIACENZA,MILANO
ASTI,ALESSANDRIA
AREZZO,FIRENZE
FIRENZE,BORGO
MILANO,PORTO
FOGGIA,BARI
FOGGIA,TERMOLI
IMOLA,RIMINI
CAGLIARI,ORISTANO
CAGLIARI,DECIMOMANNU
MESSINA,S.AGATA
MESSINA,PATTI-SAN
LUCCA,PIAZZA
PALERMO,PUNTA
PUNTA,PALERMO
PORTOGRUARO,VENEZIA
BARI,FOGGIA
BARLETTA,BARI
TRIESTE,LATISANA
FERRARA,RAVENNA
CASERTA,BENEVENTO
CASERTA,NAPOLI
CASERTA,NAPOLI
CASERTA,NAPOLI
CASERTA,SALERNO
CHIVASSO,CASALE
CHIVASSO,IVREA
CHIVASSO,TORINO
ORTE,FIUMICINO
TORINO,ASTI
TORINO,FOSSANO
FIRENZE,PISA
FIRENZE,LIVORNO
EMPOLI,SIENA
PALERMO,TERMINI
MILANO,ARONA
ANCONA,MACERATA
CHIASSO,MILANO
COMO,MILANO
BERGAMO,MILANO
BERGAMO,BRESCIA
BERGAMO,TREVIGLIO
LA SPEZIA,SESTRI
BARI,LECCE
BARI,TARANTO
BOLOGNA,PARMA
MODENA,MANTOVA
ALESSANDRIA,PAVIA
PARMA,GUASTALLA
PARMA,PIADENA
CESANO,ROMA
NOVARA,PIOLTELLO
NOVARA,BIELLA
TREVISO,VICENZA
TREVIGLIO,VARESE
TREVIGLIO,NOVARA
MILANO,BRESCIA
MILANO,BERGAMO
PAVIA,MILANO
ROMA,VIGNA
POZZUOLI,NAPOLI
POZZUOLI,NAPOLI
NAPOLI,VILLA
GENOVA,ACQUI
GENOVA,MILANO
ROMA,MANDELA-SAMBUCI
LIVORNO,FIRENZE
PISA,LA SPEZIA
PISA,FIRENZE
PISA,LUCCA
NAPOLI,CASERTA
NAPOLI,SALERNO
TORINO,SUSA
SESTRI,SAVONA
GENOVA,LA SPEZIA
VENEZIA,VICENZA
PADOVA,MONTEBELLUNA
MILANO,PAVIA
LODI,MILANO
MILANO,PIACENZA
MILANO,MILANO
MILANO,CHIASSO
MILANO,LECCO
SARONNO,ALBAIRATE
M,ERBA
M,COMO
M,NOVARA
M,MALPENSA
M,VARESE
M,COMO
COMO,M
SARONNO,LODI
SARONNO,MILANO
SARONNO,M
FIRENZE,PISTOIA
FIRENZE,EMPOLI
BOLOGNA,FIRENZE
BOLOGNA,PORRETTA
BOLOGNA,IMOLA
VENEZIA,BASSANO
VENEZIA,BASSANO
VENEZIA,PORTOGRUARO
MILANO,LECCO
MILANO,VOGHERA
ROMA,MINTURNO
ROMA,NETTUNO
ROMA,FIUMICINO
ROMA,ALBANO
DITTAINO,CALTANISSETTA
BRESCIA,ISEO
BRENNERO,BOLZANO
BRENNERO,BOLZANO
AULLA,PIAZZA
BUCCINO,SALERNO
VERCELLI,PAVIA
MORTARA,MI.P.GENOVA
CASTELBOLOGNESE,RAVENNA
CATANIA,CATANIA
ACQUI,ASTI
BORGO,FIRENZE
SANTHIA`,BIELLA
PORTO,VARESE
STABIO,BUSTO
BUSTO,STABIO
PISTOIA,FIRENZE
DECIMOMANNU,CAGLIARI
CAGLIARI,DECIMOMANNU
LUCCA,PISA
BOLZANO,TRENTO
PALERMO,PUNTA
PUNTA,PALERMO
PALERMO,PALERMO
TERMOLI,PESCARA
CODIGORO,FERRARA
CASERTA,NAPOLI
ROMA,LADISPOLI-CERVETERI
FARA,FIUMICINO
TORINO,TORINO
VELLETRI,ROMA
FRASCATI,ROMA
ROMA,FRASCATI
S.AGATA,PALERMO
TERMINI,PALERMO
SCHIO,VICENZA
BRESCIA,BERGAMO
SESTRI,LA SPEZIA
BITRITTO,BARI
SASSUOLO,MODENA
BERCETO,PARMA
BRESCIA,PARMA
BRACCIANO,ROMA
VITERBO,ROMA
FIUMICINO,ROMA
POZZUOLI,NAPOLI
NAPOLI,POZZUOLI
VILLA,NAPOLI
NAPOLI,POZZUOLI
POZZUOLI,NAPOLI
NAPOLI,POZZUOLI
NAPOLI,VILLA
ACQUI,GENOVA
PISA,LUCCA
BARDONECCHIA,TORINO
SUSA,TORINO
NOCERA,SALERNO
MERCATO,SALERNO
MONTEBELLUNA,PADOVA
MILANO,PAVIA
LODI,MILANO
MILANO,PONTE
MILANO,CHIASSO
PONTE,MILANO
ALBAIRATE,MILANO
SARONNO,MILANO
SARONNO,MILANO
M,SARONNO
SEVESO,MILANO
VARESE,M
MALPENSA,M
CAMNAGO,M
SARONNO,M
MALPENSA,M
PRATO,FIRENZE
FIRENZE,BORGO
VIGNOLA,BOLOGNA
SAN,BOLOGNA
PORRETTA,BOLOGNA
VIGNOLA,BOLOGNA
PRATO,BOLOGNA
VENEZIA,PADOVA
DOMODOSSOLA,MILANO
FIUMICINO,ROMA
FIUMICINO,ROMA
NETTUNO,ROMA
MINTURNO,ROMA
ROMA,FIUMICINO
ROMA,FIUMICINO
MACOMER,OLBIA
L`AQUILA,TERNI
MI.P.GENOVA,MORTARA
DECIMOMANNU,CAGLIARI
TREVIGLIO,CREMONA
BASSANO,TRENTO
MERANO,BOLZANO
AGRIGENTO,PALERMO
TARANTO,BARI
FASANO,BARI
SASSUOLO,MODENA
POZZUOLI,NAPOLI
NAPOLI,NAPOLI
CALOLZIOCORTE,MILANO
PORRETTA,BOLOGNA
MILANO,SALERNO
ROMA,REGGIO
NAPOLI,SESTRI
ROMA,PISA
ROMA,MILANO
ROMA,GENOVA
MILANO,VENTIMIGLIA
MILANO,LA SPEZIA
MESSINA,CATANIA
MILANO,BOLOGNA
MILANO,TORINO
MILANO,VERONA
FIRENZE,AREZZO
TREVIGLIO,GALLARATE
PIOLTELLO,NOVARA
VENEZIA,TRIESTE
ROMA,CIVITAVECCHIA
BUSTO,STABIO
NOVARA,MILANO
TREVIGLIO,MILANO
MILANO,BRESCIA
PIOLTELLO,NOVARA
VOGHERA,MILANO
MILANO,VOGHERA
SESTRI,GENOVA
GENOVA,SESTRI
MILANO,PAVIA
MILANO,LECCO
LECCO,MILANO
M,CAMNAGO
M,MALPENSA
M,SARONNO
MALPENSA,M
M,CAMNAGO
M,SARONNO
MALPENSA,M
BOLOGNA,POGGIO
VENEZIA,PADOVA
FIUMICINO,ROMA
FIRENZE,ROMA
BARI,LECCE
FIRENZE,LIVORNO
VENEZIA,UDINE
ROMA,FORMIA-GAETA
MILANO,BERGAMO
FOLIGNO,ANCONA
TRIESTE,ROMA
LECCE,MILANO
LECCE,MILANO
SIRACUSA,ROMA
TORINO,SALERNO
ROMA,SIRACUSA
SALERNO,TORINO
LECCE,TORINO
TORINO,LECCE
SIRACUSA,ROMA
ROMA,TRIESTE
SALERNO,TORINO
ROMA,SIRACUSA
REGGIO,TORINO
SIRACUSA,MILANO
MILANO,SIRACUSA
LECCE,VENEZIA
BOLOGNA,LECCE
NAPOLI,MILANO
MILANO,REGGIO
MILANO,LECCE
REGGIO,ROMA
VENEZIA,LECCE
MILANO,TARANTO
BOLOGNA,BARI
BARI,ROMA
ROMA,TRIESTE
NAPOLI,UDINE
NAPOLI,VENEZIA
TORINO,NAPOLI
TORINO,PERUGIA
MILANO,BATTIPAGLIA
ROMA,LECCE
BRENNERO,BOLOGNA
LECCE,ROMA
ROMA,BOLZANO
NAPOLI,VENEZIA
NAPOLI,MILANO
MILANO,LIVORNO
MILANO,RIMINI
BOLOGNA,BRENNERO
MILANO,PESCARA
MILANO,SALERNO
MILANO,NAPOLI
ROMA,TORINO
ROMA,GENOVA
COSENZA,NAPOLI
VENTIMIGLIA,MILANO
VENTIMIGLIA,TORINO
PIACENZA,ANCONA
FIRENZE,ROMA
ANCONA,PIACENZA
GENOVA,ROMA
ROMA,BRESCIA
NAPOLI,COSENZA
TORINO,TRIESTE
TORINO,ROMA
MILANO,ROMA
MILANO,UDINE
MILANO,ANCONA
MILANO,NAPOLI
ROMA,PESCARA
ROMA,MANTOVA
PISA,ROMA
CASSINO,ROMA
VAL,AVEZZANO
CATANIA,MESSINA
VENEZIA,ROMA
SAVONA,SESTRI
FIRENZE,FOLIGNO
PALERMO,MESSINA
BOLOGNA,MILANO
ROMA,PERUGIA
ROMA,FIRENZE
NAPOLI,FIRENZE
NAPOLI,SAPRI
NAPOLI,FIRENZE
TORINO,SAVONA
BOLOGNA,BOLZANO
VENEZIA,TRIESTE
MILANO,ROMA
MILANO,ANCONA
ROMA,NAPOLI
ISERNIA,ROMA
CUNEO,TORINO
AVEZZANO,ROMA
TIRANO,MILANO
POTENZA,SALERNO
POTENZA,FOGGIA
CATANZARO,REGGIO
ARONA,MILANO
VENTIMIGLIA,SAVONA
FOLIGNO,ANCONA
CASSINO,ROMA
ANCONA,ASCOLI
ROMA,AVEZZANO
REGGIO,ROCCELLA
RAVENNA,BOLOGNA
CATANIA,MESSINA
MANTOVA,MODENA
VARESE,TREVIGLIO
VARESE,TREVIGLIO
FOGGIA,POTENZA
MESSINA,S.AGATA
BOZZOLO,MILANO
CREMONA,BERGAMO
VIAREGGIO,FIRENZE
BOLZANO,VERONA
PIACENZA,BOLOGNA
PESCARA,SULMONA
UDINE,VENEZIA
UDINE,TRIESTE
RIMINI,BOLOGNA
RIMINI,PARMA
TORINO,MILANO
ROMA,VITERBO
ROMA,BRACCIANO
FIUMICINO,ORTE
ALBENGA,MILANO
SAVONA,VENTIMIGLIA
ROMA,CASSINO
FIRENZE,CHIUSI
PALERMO,AGRIGENTO
ANCONA,BOLOGNA
ANCONA,FOLIGNO
BARI,LECCE
BARI,FOGGIA
BARI,TARANTO
ROMA,GROSSETO
NOVARA,PIOLTELLO
TREVIGLIO,VARESE
PIOLTELLO,NOVARA
MILANO,PIACENZA
VERONA,VENEZIA
VERONA,MILANO
VERONA,BOLZANO
NAPOLI,SALERNO
GENOVA,TORINO
NAPOLI,ROMA
NAPOLI,SAPRI
TORINO,BARDONECCHIA
TORINO,CUNEO
TORINO,GENOVA
MILANO,LECCO
M,ASSO
SARONNO,LODI
FIRENZE,VIAREGGIO
FIRENZE,LIVORNO
BOLOGNA,VERONA
BOLOGNA,VENEZIA
VENEZIA,TRIESTE
VENEZIA,VERONA
VENEZIA,VERONA
VENEZIA,UDINE
MILANO,ROMA
MILANO,VENEZIA
MILANO,TORINO
MILANO,PARMA
MILANO,DOMODOSSOLA
MILANO,VERONA
ROMA,ISERNIA
ROMA,NAPOLI
ROMA,CASSINO
LIMONE,FOSSANO
DOMODOSSOLA,MILANO
ARONA,MILANO
SULMONA,PESCARA
SAPRI,NAPOLI
LECCE,BARI
CHIUSI,SIENA
CIVITAVECCHIA,ROMA
CIVITAVECCHIA,ROMA
CATANIA,SIRACUSA
SIENA,FIRENZE
BIELLA,SANTHIA`
VARESE,MILANO
LUCCA,PIAZZA
PORTOGRUARO,VENEZIA
PIACENZA,BOLOGNA
TRIESTE,VENEZIA
RIMINI,RAVENNA
FERRARA,BOLOGNA
FIUMICINO,ORTE
ROMA,CESANO
POGGIO,FIUMICINO
PARMA,BOLOGNA
ROMA,VELLETRI
FIRENZE,SIENA
FIRENZE,AREZZO
PALERMO,S.AGATA
PALERMO,PUNTA
ANCONA,S.BENEDETTO
COMO,MILANO
BERGAMO,BRESCIA
BERGAMO,MILANO
LA SPEZIA,PONTREMOLI
BARI,FOGGIA
MODENA,MANTOVA
PARMA,BERCETO
NOVARA,PIOLTELLO
NOVARA,BIELLA
TREVIGLIO,VARESE
TREVIGLIO,VARESE
MILANO,BRESCIA
PIOLTELLO,NOVARA
PAVIA,MILANO
PAVIA,MILANO
VERONA,MILANO
POZZUOLI,NAPOLI
NAPOLI,SALERNO
GENOVA,SAVONA
GENOVA,SESTRI
ROMA,CHIUSI
ROMA,TIVOLI
PISA,LA SPEZIA
PISA,GROSSETO
NAPOLI,SALERNO
NAPOLI,CASERTA
TORINO,SUSA
SALERNO,NAPOLI
SALERNO,CASERTA
VENEZIA,ROVIGO
MILANO,CHIASSO
MILANO,LECCO
MILANO,COMO
LECCO,MILANO
M,VARESE
M,COMO
M,CAMNAGO
M,MALPENSA
M,SARONNO
M,CAMNAGO
SARONNO,MILANO
SARONNO,M
FIRENZE,LIVORNO
FIRENZE,VIAREGGIO
FIRENZE,BOLOGNA
BOLOGNA,PORRETTA
BOLOGNA,RAVENNA
BOLOGNA,PRATO
BOLOGNA,POGGIO
VENEZIA,BASSANO
VENEZIA,PORTOGRUARO
BASSANO,VENEZIA
MILANO,BERGAMO
MILANO,VOGHERA
ROMA,NETTUNO
ROMA,FIUMICINO
ROMA,FORMIA-GAETA
ROMA,CIVITAVECCHIA
ROMA,FROSINONE
DITTAINO,CALTANISSETTA
PONTREMOLI,LA SPEZIA
POGGIO,BOLOGNA
MORTARA,MI.P.GENOVA
CASTELBOLOGNESE,RAVENNA
RAVENNA,FERRARA
RAVENNA,BOLOGNA
TORINO,IVREA
TAORMINA,CATANIA
PIACENZA,MILANO
MONTEVARCHI,FIRENZE
STABIO,VARESE
BUSTO,STABIO
VARESE,GALLARATE
BOLOGNA,RIMINI
S.AGATA,MESSINA
PATTI-SAN,MESSINA
BRESCIA,CREMONA
TRENTO,ROVERETO
PUNTA,PALERMO
PUNTA,PALERMO
TRIESTE,UDINE
RIMINI,RAVENNA
NAPOLI,CASERTA
CASERTA,NAPOLI
TORINO,CHIVASSO
CHIVASSO,TORINO
ORTE,ROMA
FIUMICINO,MONTEROTONDO
TORINO,TORINO
TORINO,TORINO
ALBANO,ROMA
VELLETRI,ROMA
FRASCATI,ROMA
ROMA,CIAMPINO
ALBANO,CIAMPINO
PISA,FIRENZE
TERMINI,PALERMO
GALLARATE,LUINO
VERONA,VENEZIA
ANCONA,RIMINI
CHIASSO,MILANO
CHIASSO,COMO
TREVIGLIO,BERGAMO
SESTRI,LA SPEZIA
LA SPEZIA,SESTRI
LA SPEZIA,PISA
MODENA,BOLOGNA
BERCETO,PARMA
BRACCIANO,ROMA
VITERBO,ROMA
BIELLA,NOVARA
NOVARA,MILANO
NOVARA,MILANO
BRESCIA,MILANO
PIOLTELLO,NOVARA
MILANO,PAVIA
PAVIA,MILANO
FIUMICINO,ROMA
NAPOLI,POZZUOLI
POZZUOLI,NAPOLI
NOCERA,NAPOLI
NAPOLI,NAPOLI
POZZUOLI,NAPOLI
SESTRI,GENOVA
VILLA,NAPOLI
BARDONECCHIA,TORINO
SALERNO,NAPOLI
LODI,MILANO
MILANO,PAVIA
LODI,MILANO
MILANO,LODI
MILANO,PONTE
LECCO,MILANO
PONTE,MILANO
MILANO,LODI
ALBAIRATE,MILANO
M,MALPENSA
M,SARONNO
M,VARESE
M,COMO
MALPENSA,M
M,CAMNAGO
M,MALPENSA
M,SARONNO
COMO,M
VARESE,M
SARONNO,MILANO
MALPENSA,M
SARONNO,M
IMOLA,BOLOGNA
BOLOGNA,FERRARA
BOLOGNA,CASTELBOLOGNESE
VENEZIA,VICENZA
FIUMICINO,ROMA
FIUMICINO,ROMA
FIUMICINO,ROMA
ROMA,FIUMICINO
ROMA,FIUMICINO
FELTRE,BELLUNO
MI.P.GENOVA,MORTARA
DECIMOMANNU,CAGLIARI
BASSANO,TRENTO
ROVERETO,TRENTO
PUNTA,PALERMO
COMO,CHIASSO
BERCETO,PARMA
POZZUOLI,NAPOLI
NAPOLI,NAPOLI
NAPOLI,NAPOLI
LODI,MILANO
MILANO,MILANO
ALBAIRATE,MILANO
NETTUNO,ROMA
FIUMICINO,ROMA
BOLOGNA,FERRARA
MILANO,BRESCIA
BOLOGNA,FAENZA
PUNTA,PALERMO
VENEZIA,TREVISO
FIRENZE,PISTOIA
FIRENZE,PISA
BOLOGNA,PARMA
PALERMO,PUNTA
ROMA,VELLETRI
CASSINO,ROMA
BRINDISI,BARI
CHIUSI,ROMA
CASERTA,SESSA
ANCONA,FOLIGNO
CALTANISSETTA,DITTAINO
BELLUNO,FELTRE
S.BENEDETTO,ANCONA
FOLIGNO,PERUGIA
CHIUSI,SIENA
CIVITAVECCHIA,ROMA
ALESSANDRIA,TORINO
NOVARA,CHIVASSO
STABIO,BUSTO
FAENZA,BOLOGNA
