stazPart,stazArr
MI.P.GENOVA,ALESSANDRIA
ALESSANDRIA,NOVARA
CATANIA,SIRACUSA
ASTI,ALESSANDRIA
FIRENZE,BORGO
FOGGIA,BARI
FOGGIA,TERMOLI
IMOLA,RIMINI
PISTOIA,FIRENZE
CAGLIARI,ORISTANO
CAGLIARI,DECIMOMANNU
MESSINA,S.AGATA
MESSINA,PATTI-SAN
LUCCA,PIAZZA
PALERMO,PUNTA
PUNTA,PALERMO
PORTOGRUARO,VENEZIA
BARI,FOGGIA
BARLETTA,BARI
TRIESTE,LATISANA
FERRARA,RAVENNA
CASERTA,BENEVENTO
CASERTA,SALERNO
CHIVASSO,CASALE
CHIVASSO,IVREA
ORTE,FIUMICINO
FIRENZE,PISA
FIRENZE,LIVORNO
EMPOLI,SIENA
PALERMO,TERMINI
ANCONA,MACERATA
BERGAMO,BRESCIA
BERGAMO,TREVIGLIO
LA SPEZIA,SESTRI
BARI,LECCE
BARI,TARANTO
MODENA,MANTOVA
ALESSANDRIA,PAVIA
PARMA,GUASTALLA
PARMA,PIADENA
NOVARA,PIOLTELLO
NOVARA,BIELLA
TREVISO,VICENZA
TREVIGLIO,VARESE
TREVIGLIO,NOVARA
GENOVA,ACQUI
LIVORNO,FIRENZE
PISA,LA SPEZIA
PISA,FIRENZE
PISA,LUCCA
SALERNO,ARECHI
SALERNO,ARECHI
SESTRI,SAVONA
GENOVA,LA SPEZIA
VENEZIA,VICENZA
PADOVA,MONTEBELLUNA
SARONNO,ALBAIRATE
M,ERBA
M,COMO
M,NOVARA
M,MALPENSA
M,VARESE
M,ASSO
M,COMO
M,CAMNAGO
COMO,M
SARONNO,LODI
SARONNO,M
FIRENZE,PISTOIA
FIRENZE,EMPOLI
VENEZIA,BASSANO
VENEZIA,BASSANO
VENEZIA,PORTOGRUARO
DITTAINO,CALTANISSETTA
BRESCIA,ISEO
BRENNERO,BOLZANO
AULLA,PIAZZA
BUCCINO,SALERNO
VERCELLI,PAVIA
MORTARA,MI.P.GENOVA
CASTELBOLOGNESE,RAVENNA
CATANIA,CATANIA
ACQUI,ASTI
BORGO,FIRENZE
BIELLA,SANTHIA`
SANTHIA`,BIELLA
STABIO,BUSTO
PISTOIA,FIRENZE
DECIMOMANNU,CAGLIARI
CAGLIARI,DECIMOMANNU
BRESCIA,CREMONA
LUCCA,PISA
BOLZANO,TRENTO
PALERMO,PUNTA
PUNTA,PALERMO
PALERMO,PALERMO
TERMOLI,PESCARA
CODIGORO,FERRARA
FARA,FIUMICINO
S.AGATA,PALERMO
TERMINI,PALERMO
SCHIO,VICENZA
BRESCIA,BERGAMO
SESTRI,LA SPEZIA
BITRITTO,BARI
SASSUOLO,MODENA
BERCETO,PARMA
BRESCIA,PARMA
ACQUI,GENOVA
PISA,LUCCA
NOCERA,SALERNO
MERCATO,SALERNO
NOCERA,SALERNO
MONTEBELLUNA,PADOVA
VENEZIA,PADOVA
M,SARONNO
VARESE,M
MALPENSA,M
CAMNAGO,M
SARONNO,M
MALPENSA,M
PRATO,FIRENZE
FIRENZE,BORGO
MACOMER,OLBIA
L`AQUILA,TERNI
MI.P.GENOVA,MORTARA
DECIMOMANNU,CAGLIARI
TREVIGLIO,CREMONA
BASSANO,TRENTO
MERANO,BOLZANO
AGRIGENTO,PALERMO
TARANTO,BARI
FASANO,BARI
SASSUOLO,MODENA
FIRENZE,AREZZO
MESSINA,CATANIA
PIOLTELLO,NOVARA
BUSTO,STABIO
TREVIGLIO,GALLARATE
SESTRI,GENOVA
GENOVA,SESTRI
M,CAMNAGO
M,MALPENSA
M,SARONNO
MALPENSA,M
VENEZIA,PADOVA
M,CAMNAGO
MALPENSA,M
VENEZIA,TRIESTE
FIRENZE,LIVORNO
BARI,LECCE
VENEZIA,UDINE
PIOLTELLO,NOVARA
FOLIGNO,ANCONA
LECCE,VENEZIA
BOLZANO,SIBARI
VENEZIA,LECCE
MESSINA,CATANIA
PESARO,PIACENZA
CATANIA,MESSINA
SAVONA,SESTRI
FIRENZE,FOLIGNO
PALERMO,MESSINA
PALERMO,MESSINA
PARMA,BRESCIA
VENEZIA,TRIESTE
POTENZA,SALERNO
POTENZA,FOGGIA
CATANZARO,REGGIO
VENTIMIGLIA,SAVONA
FOLIGNO,ANCONA
REGGIO,ROCCELLA
CATANIA,MESSINA
MANTOVA,MODENA
VARESE,TREVIGLIO
VARESE,TREVIGLIO
FOGGIA,POTENZA
MESSINA,S.AGATA
CREMONA,BERGAMO
VIAREGGIO,FIRENZE
BOLZANO,VERONA
PESCARA,SULMONA
UDINE,VENEZIA
UDINE,TRIESTE
FIUMICINO,ORTE
SAVONA,VENTIMIGLIA
PALERMO,AGRIGENTO
ANCONA,FOLIGNO
BARI,LECCE
BARI,FOGGIA
BARI,TARANTO
NOVARA,PIOLTELLO
TREVIGLIO,VARESE
PIOLTELLO,NOVARA
VERONA,VENEZIA
VERONA,BOLZANO
SARONNO,LODI
FIRENZE,VIAREGGIO
FIRENZE,LIVORNO
VENEZIA,TRIESTE
VENEZIA,VERONA
VENEZIA,VERONA
VENEZIA,UDINE
LIMONE,FOSSANO
BRENNERO,BOLZANO
SULMONA,PESCARA
LECCE,BARI
CHIUSI,SIENA
CATANIA,SIRACUSA
SIENA,FIRENZE
BUSTO,STABIO
VARESE,TREVIGLIO
FOGGIA,BARI
LUCCA,PIAZZA
PORTOGRUARO,VENEZIA
TRIESTE,VENEZIA
RIMINI,RAVENNA
FIUMICINO,ORTE
POGGIO,FIUMICINO
FIRENZE,SIENA
FIRENZE,AREZZO
PALERMO,S.AGATA
PALERMO,PUNTA
ANCONA,S.BENEDETTO
BERGAMO,BRESCIA
LA SPEZIA,PONTREMOLI
MODENA,MANTOVA
PARMA,BERCETO
NOVARA,PIOLTELLO
NOVARA,BIELLA
TREVIGLIO,VARESE
TREVIGLIO,VARESE
PIOLTELLO,NOVARA
GENOVA,SAVONA
GENOVA,SESTRI
PISA,LA SPEZIA
PISA,GROSSETO
SALERNO,CASERTA
VENEZIA,ROVIGO
M,VARESE
M,COMO
M,CAMNAGO
M,MALPENSA
M,SARONNO
CAMNAGO,M
M,CAMNAGO
SARONNO,M
FIRENZE,LIVORNO
FIRENZE,VIAREGGIO
VENEZIA,BASSANO
VENEZIA,UDINE
VENEZIA,PORTOGRUARO
BASSANO,VENEZIA
DITTAINO,CALTANISSETTA
PONTREMOLI,LA SPEZIA
MORTARA,MI.P.GENOVA
CASTELBOLOGNESE,RAVENNA
RAVENNA,FERRARA
TAORMINA,CATANIA
MONTEVARCHI,FIRENZE
STABIO,VARESE
VARESE,GALLARATE
VIAREGGIO,FIRENZE
S.AGATA,MESSINA
PATTI-SAN,MESSINA
BRESCIA,CREMONA
TRENTO,ROVERETO
PUNTA,PALERMO
PUNTA,PALERMO
TRIESTE,UDINE
FIUMICINO,MONTEROTONDO
ALBANO,CIAMPINO
TERMINI,PALERMO
GALLARATE,LUINO
ANCONA,RIMINI
CHIASSO,COMO
TREVIGLIO,BERGAMO
SESTRI,LA SPEZIA
LA SPEZIA,SESTRI
LA SPEZIA,PISA
BERCETO,PARMA
BIELLA,NOVARA
PIOLTELLO,NOVARA
SESTRI,GENOVA
M,MALPENSA
M,SARONNO
M,VARESE
M,COMO
MALPENSA,M
CAMNAGO,M
M,CAMNAGO
M,MALPENSA
M,SARONNO
COMO,M
VARESE,M
MALPENSA,M
SARONNO,M
VENEZIA,VICENZA
FELTRE,BELLUNO
MI.P.GENOVA,MORTARA
DECIMOMANNU,CAGLIARI
PATTI-SAN,MESSINA
BASSANO,TRENTO
ROVERETO,TRENTO
PUNTA,PALERMO
COMO,CHIASSO
BERCETO,PARMA
CAMNAGO,M
FIRENZE,PISTOIA
PUNTA,PALERMO
VENEZIA,TREVISO
FIRENZE,PISA
CASERTA,FORMIA-GAETA
PALERMO,PUNTA
BRINDISI,BARI
ANCONA,FOLIGNO
CALTANISSETTA,DITTAINO
BELLUNO,FELTRE
S.BENEDETTO,ANCONA
FOLIGNO,PERUGIA
CHIUSI,SIENA
NOVARA,CHIVASSO
STABIO,BUSTO
VARESE,STABIO
PALERMO,PUNTA
CASERTA,CASSINO
CIAMPINO,VELLETRI
PISA,FIRENZE
PALERMO,PUNTA
TREVISO,VENEZIA
M,MALPENSA
PERUGIA,FOLIGNO
PIAZZA,AULLA
MORTARA,CASALE
CATANIA,CATANIA
CATANIA,CATANIA
FIRENZE,PONTASSIEVE
VARESE,PORTO
CIAMPINO,ALBANO
COMO,CHIASSO
SESTRI,SARZANA
NOVI,GENOVA
GENOVA,GENOVA
M,MALPENSA
PESARO,ANCONA
CHIASSO,COMO
FABRIANO,ANCONA
SIENA,EMPOLI
MESSINA,S.AGATA
TRIESTE,VENEZIA
PALERMO,CEFALU`
BARI,FOGGIA
SALERNO,CASERTA
GENOVA,LA SPEZIA
FIRENZE,LIVORNO
FIRENZE,AREZZO
CALTANISSETTA,ROCCAPALUMBA-ALIA
CALTANISSETTA,DITTAINO
SIBARI,COSENZA
ISEO,BRESCIA
SONDRIO,TIRANO
CATANZARO,LAMEZIA
FABRIANO,ALBACINA
SULMONA,PESCARA
BELLUNO,FELTRE
LAMEZIA,CATANZARO
LA SPEZIA,PONTREMOLI
CASSINO,FROSINONE
MORTARA,MI.P.GENOVA
REGGIO,MELITO
RAVENNA,CASTELBOLOGNESE
RAVENNA,RIMINI
CATANIA,ALCANTARA
SIENA,BUONCONVENTO
MANTOVA,MODENA
AREZZO,FIRENZE
BORGO,FIRENZE
FOGGIA,BARI
FOGGIA,SAN
PISTOIA,FIRENZE
CAGLIARI,IGLESIAS
CAGLIARI,SAN
MESSINA,MILAZZO
CREMONA,BRESCIA
SACILE,UDINE
LUCCA,FIRENZE
LUCCA,LIVORNO
BOLZANO,FORTEZZA
BOLZANO,MERANO
PALERMO,PUNTA
PESCARA,TERMOLI
PESCARA,TERAMO
FERRARA,RAVENNA
CHIVASSO,PINEROLO
CHIVASSO,IVREA
REGGIO,CIANO
CIAMPINO,ALBANO
PALERMO,PUNTA
PALERMO,PALERMO
VICENZA,VENEZIA
ANCONA,PESARO
ANCONA,CASTELPLANIO
LA SPEZIA,PISA
BARI,FASANO
MODENA,SASSUOLO
ALESSANDRIA,MI.P.GENOVA
ALESSANDRIA,VOGHERA
ALESSANDRIA,ASTI
TREVISO,MONTEBELLUNA
TREVISO,VENEZIA
TREVISO,VICENZA
PAVIA,ALESSANDRIA
PAVIA,VERCELLI
PAVIA,MORTARA
ORTE,FIUMICINO
LIVORNO,FIRENZE
SALERNO,NOCERA
PADOVA,VENEZIA
M,MALPENSA
NOVATE,MALPENSA
MALPENSA,M
FIRENZE,PISTOIA
VENEZIA,BASSANO
ROCCELLA,LOCRI
COSENZA,SIBARI
CROTONE,SIBARI
CUNEO,LIMONE
CUNEO,FOSSANO
PIACENZA,VOGHERA
PONTREMOLI,LA SPEZIA
GROSSETO,ORBETELLO
MACERATA,CIVITANOVA
ORTE,CHIUSI
MORTARA,NOVARA
BORGO,FIRENZE
BIELLA,SANTHIA`
SANTHIA`,BIELLA
STABIO,BUSTO
VARESE,STABIO
MESSINA,GIAMPILIERI
CREMONA,FIDENZA
CREMONA,BOZZOLO
TRENTO,BOLZANO
TRENTO,ALA
MANIAGO,SACILE
LUCCA,VIAREGGIO
PUNTA,PALERMO
PALERMO,PUNTA
PALERMO,PALERMO
PUNTA,PALERMO
PALERMO,GIACHERY
CASARSA,PORTOGRUARO
PORTOGRUARO,TREVISO
PORTOGRUARO,CASARSA
SALSOMAGGIORE,FIDENZA
FIDENZA,SALSOMAGGIORE
PINEROLO,CHIVASSO
RIVAROLO,CHIERI
FIRENZE,PRATO
S.AGATA,PALERMO
PALERMO,TERMINI
LUINO,GALLARATE
VICENZA,SCHIO
COMO,CHIASSO
TREVIGLIO,BERGAMO
BRESCIA,BERGAMO
TARANTO,BARI
FASANO,BARI
BARI,BARLETTA
BARI,BITRITTO
ALESSANDRIA,ARQUATA
PIADENA,PARMA
PARMA,BERCETO
BIELLA,NOVARA
MONTEBELLUNA,TREVISO
LIVORNO,PONTEDERA
PISA,LUCCA
SALERNO,MERCATO
MONTEBELLUNA,PADOVA
LECCO,MONZA
M,VARESE
M,COMO
MARIANO,M
M,CAMNAGO
NOVATE,M
M,MALPENSA
M,SARONNO
COMO,M
VARESE,M
SARONNO,M
MALPENSA,M
SEVESO,M
NOVATE,SARONNO
FIRENZE,EMPOLI
S.,VENEZIA
BASSANO,VENEZIA
VENEZIA,VENEZIA
PIAZZA,AULLA
TARANTO,BRINDISI
CASALE,MORTARA
ORISTANO,CAGLIARI
PIAZZA,LUCCA
LATISANA,TRIESTE
ALBANO,CIAMPINO
AREZZO,FIRENZE
TREVIGLIO,BERGAMO
ACQUI,GENOVA
SIBARI,CATANZARO
CHIUSI,FIRENZE
REGGIO,CATANZARO
REGGIO,COSENZA
UDINE,VENEZIA
LA SPEZIA,FIRENZE
OLBIA,MACOMER
BELLUNO,VENEZIA
LAMEZIA,REGGIO
PESCARA,ANCONA
TERNI,L`AQUILA
LECCE,BARI
MONSELICE,MANTOVA
CHIUSI,FIRENZE
CATANIA,TAORMINA
CATANIA,MESSINA
SIENA,FIRENZE
VARESE,TREVIGLIO
FOGGIA,POTENZA
CAGLIARI,CARBONIA
MESSINA,CATANIA
MESSINA,S.AGATA
TRENTO,BASSANO
PORTOGRUARO,VENEZIA
UDINE,VENEZIA
TRIESTE,VENEZIA
RIMINI,ANCONA
FERRARA,RAVENNA
CHIVASSO,ALESSANDRIA
SAVONA,VENTIMIGLIA
SAVONA,SESTRI
FIRENZE,CHIUSI
ANCONA,FOLIGNO
ANCONA,PESCARA
BARI,LECCE
BARI,TARANTO
BARI,FOGGIA
ALESSANDRIA,CHIVASSO
PARMA,BRESCIA
VERONA,BOLZANO
VERONA,VENEZIA
LIVORNO,LA SPEZIA
LIVORNO,FIRENZE
PISA,GROSSETO
VENEZIA,VERONA
FIRENZE,VIAREGGIO
FIRENZE,FAENZA
SIRACUSA,CATANIA
VOGHERA,PIACENZA
CROTONE,LAMEZIA
CATANZARO,LOCRI
ARONA,DOMODOSSOLA
FABRIANO,ANCONA
SULMONA,L`AQUILA
IGLESIAS,CAGLIARI
CARBONIA,CAGLIARI
ASCOLI,ANCONA
SALERNO,BUCCINO
COLICO,NOVATE-MEZZOLA
ROVIGO,VENEZIA
ROVIGO,VENEZIA
CHIUSI,SIENA
VERCELLI,PAVIA
RAVENNA,CASTELBOLOGNESE
RAVENNA,FERRARA
FIUMEFREDDO,SIRACUSA
CREMONA,PAVIA
BUONCONVENTO,FIRENZE
SIENA,CHIUSI
SIENA,BUONCONVENTO
ASTI,ACQUI
MANTOVA,VERONA
FIRENZE,AREZZO
AREZZO,PRATO
FOGGIA,BARI
FAENZA,RAVENNA
PISTOIA,FIRENZE
CAGLIARI,SAN
CAGLIARI,IGLESIAS
S.AGATA,MESSINA
CREMONA,BRESCIA
CREMONA,FIDENZA
TRENTO,VERONA
TRENTO,BOLZANO
TRENTO,ALA
SACILE,MANIAGO
BOLZANO,BRENNERO
BOLZANO,ALA
BOLZANO,MERANO
PALERMO,PUNTA
PORTOGRUARO,VENEZIA
PORTOGRUARO,TRIESTE
PORTOGRUARO,TREVISO
PESCARA,TERMOLI
CARNIA,TRIESTE
UDINE,TRIESTE
RIMINI,RAVENNA
RIMINI,ANCONA
FERRARA,RAVENNA
FERRARA,CODIGORO
CASERTA,SALERNO
CASERTA,CASSINO
CHIVASSO,PINEROLO
MONTEROTONDO,FIUMICINO
FARA,FIUMICINO
REGGIO,GUASTALLA
REGGIO,SASSUOLO
REGGIO,CIANO
EMPOLI,SIENA
PALERMO,TERMINI
GALLARATE,LUINO
GALLARATE,VARESE
VICENZA,VENEZIA
VICENZA,TREVISO
ANCONA,FABRIANO
COMO,LECCO
BERGAMO,BRESCIA
BERGAMO,TREVIGLIO
LA SPEZIA,PONTREMOLI
BARI,FASANO
BARI,FASANO
MODENA,SASSUOLO
ALESSANDRIA,PAVIA
NOVARA,TREVIGLIO
NOVARA,BIELLA
NOVARA,ALESSANDRIA
TREVISO,PADOVA
TREVISO,PORTOGRUARO
PAVIA,ALESSANDRIA
GENOVA,ARQUATA
GENOVA,ACQUI
GENOVA,BUSALLA
VAL,LUNGHEZZA
ORTE,FIUMICINO
LIVORNO,FIRENZE
GENOVA,SAVONA
PADOVA,MONTEBELLUNA
PADOVA,BASSANO
M,COMO
M,NOVARA
M,CAMNAGO
COMO,M
SARONNO,LODI
SARONNO,M
VENEZIA,BASSANO
VENEZIA,PORTOGRUARO
VENEZIA,VERONA
VENEZIA,PORTOGRUARO
OLBIA,GOLFO
SASSARI,PORTO
ROCCAPALUMBA-ALIA,CALTANISSETTA
ORTE,VITERBO
SIBARI,COSENZA
PISOGNE,BRESCIA
ISEO,BRESCIA
SIRACUSA,AUGUSTA
LIMONE,CUNEO
AVEZZANO,CAPISTRELLO
COLICO,SONDRIO
PERUGIA,FOLIGNO
LAMEZIA,CATANZARO
ARONA,NOVARA
L`AQUILA,SULMONA
SAPRI,COSENZA
CARBONIA,VILLAMASSARGIA
FELTRE,BELLUNO
BELLUNO,FELTRE
PONTREMOLI,LA SPEZIA
PIAZZA,AULLA
CASSINO,FROSINONE
RIETI,TERNI
TARANTO,BRINDISI
CHIAVENNA,NOVATE-MEZZOLA
LEGNAGO,PADOVA
SERMIDE,SUZZARA
MORTARA,MI.P.GENOVA
MORTARA,CASALE
MORTARA,VERCELLI
MORTARA,NOVARA
ASTI,ALBA
VERONA,MANTOVA
BORGO,FIRENZE
AREZZO,FIRENZE
BIELLA,SANTHIA`
SANTHIA`,BIELLA
STABIO,BUSTO
BUSTO,STABIO
GALLARATE,VARESE
VARESE,STABIO
FIRENZE,PISTOIA
PISTOIA,FIRENZE
PISTOIA,FIRENZE
CAGLIARI,DECIMOMANNU
MILAZZO,MESSINA
GIAMPILIERI,MESSINA
MESSINA,GIAMPILIERI
TREVIGLIO,CREMONA
PIADENA,CREMONA
MERANO,BOLZANO
GIACHERY,PALERMO
PALERMO,PUNTA
PUNTA,PALERMO
PUNTA,PALERMO
GIACHERY,PALERMO
PALERMO,GIACHERY
PALERMO,GIACHERY
CASARSA,PORTOGRUARO
PORTOGRUARO,CASARSA
BARI,BARLETTA
SALSOMAGGIORE,FIDENZA
SALSOMAGGIORE,FIDENZA
FIDENZA,SALSOMAGGIORE
FIDENZA,CREMONA
FIDENZA,SALSOMAGGIORE
TERMOLI,PESCARA
PESARO,RIMINI
SERMIDE,FERRARA
FARA,FIUMICINO
ACQUI,SAVONA
SASSUOLO,REGGIO
GUASTALLA,REGGIO
CIANO,REGGIO
REGGIO,SASSUOLO
RIVAROLO,CHIERI
PINEROLO,CHIVASSO
FIRENZE,EMPOLI
BORGO,FIRENZE
AGRIGENTO,PALERMO
CEFALU`,PALERMO
AGRIGENTO,PALERMO
PALERMO,TERMINI
SCHIO,VICENZA
BASSANO,VICENZA
CHIASSO,COMO
CHIASSO,COMO
LECCO,COMO
COMO,CHIASSO
BRESCIA,BERGAMO
TREVIGLIO,BERGAMO
BRESCIA,BERGAMO
BITRITTO,BARI
TARANTO,BARI
BARI,BITRITTO
SASSUOLO,MODENA
CARPI,MODENA
VOGHERA,ASTI
ACQUI,ALESSANDRIA
ALESSANDRIA,ACQUI
ALESSANDRIA,VOGHERA
PIADENA,PARMA
SUZZARA,PARMA
PARMA,BERCETO
VITERBO,BRACCIANO
DOMODOSSOLA,NOVARA
BIELLA,NOVARA
NOVARA,ARONA
VENEZIA,CONEGLIANO
VENEZIA,TREVISO
MONTEBELLUNA,TREVISO
TREVISO,MONTEBELLUNA
TREVISO,VENEZIA
TREVISO,VENEZIA
NOVI,GENOVA
NOVI,GENOVA
ACQUI,GENOVA
LIVORNO,LUCCA
PONTEDERA,PISA
PADOVA,VENEZIA
LECCO,MONZA
M,MALPENSA
M,SARONNO
ASSO,M
MALPENSA,M
M,CAMNAGO
M,MALPENSA
NOVARA,M
COMO,M
LAVENO,M
ERBA,M
SARONNO,M
COMO,M
MALPENSA,M
CAMNAGO,M
BORGO,FIRENZE
FIRENZE,PISTOIA
BASSANO,VENEZIA
BASSANO,VENEZIA
VENEZIA,VENEZIA
GOLFO,OLBIA
PORTO,SASSARI
NOVATE-MEZZOLA,COLICO
SAN,FOSSANO
MI.P.GENOVA,MORTARA
SAN,CAGLIARI
ORISTANO,CAGLIARI
BRESCIA,CREMONA
ALA,TRENTO
PUNTA,PALERMO
CASALE,CHIVASSO
LUINO,GALLARATE
CASTELPLANIO,ANCONA
TREVIGLIO,BERGAMO
SESTRI,LA SPEZIA
BERCETO,PARMA
BASSANO,PADOVA
BORGO,FIRENZE
VENEZIA,VENEZIA
SIRACUSA,MESSINA
MESSINA,PALERMO
LA SPEZIA,SAVONA
SIRACUSA,MESSINA
AVEZZANO,CASSINO
POTENZA,FOGGIA
FORTEZZA,VERONA
CATANZARO,SIBARI
CATANZARO,REGGIO
COSENZA,REGGIO
PAOLA,REGGIO
LAMEZIA,REGGIO
VENTIMIGLIA,GENOVA
FOLIGNO,ANCONA
REGGIO,LAMEZIA
MANTOVA,VENEZIA
VARESE,TREVIGLIO
FOGGIA,POTENZA
FAENZA,FIRENZE
MESSINA,SIRACUSA
TRENTO,BRENNERO
BOLZANO,VERONA
UDINE,VENEZIA
RIMINI,S.PIETRO
SAVONA,VENTIMIGLIA
PALERMO,MESSINA
PALERMO,AGRIGENTO
LA SPEZIA,GENOVA
NOVARA,IVREA
VENEZIA,TRIESTE
VERONA,VENEZIA
PISA,AULLA
SALERNO,POTENZA
GENOVA,VENTIMIGLIA
SASSARI,OLBIA
DITTAINO,PALERMO
ROCCELLA,REGGIO
SIBARI,CATANZARO
SONDRIO,LECCO
POTENZA,FOGGIA
POTENZA,SALERNO
BRENNERO,MERANO
BELLUNO,VENEZIA
PESCARA,ANCONA
CASSINO,AVEZZANO
TERNI,L`AQUILA
ORBETELLO,PISA
GROSSETO,SIENA
ANCONA,ASCOLI
CIVITANOVA,FABRIANO
FOSSANO,SAVONA
CHIUSI,TERNI
CHIUSI,FOLIGNO
CHIUSI,FIRENZE
REGGIO,COSENZA
RAVENNA,PESARO
IVREA,NOVARA
SIENA,FIRENZE
MANTOVA,MODENA
VARESE,TREVIGLIO
MESSINA,CATANIA
TRENTO,BASSANO
VIAREGGIO,FIRENZE
UDINE,VENEZIA
TRIESTE,VENEZIA
TRIESTE,CARNIA
FERRARA,VENEZIA
FERRARA,IMOLA
CHIVASSO,PINEROLO
CHIVASSO,ALESSANDRIA
SAVONA,ALESSANDRIA
SAVONA,RECCO
FIRENZE,AREZZO
LA SPEZIA,LIVORNO
LA SPEZIA,PISA
BARI,LECCE
BARI,FOGGIA
BARI,TARANTO
MODENA,MANTOVA
ALESSANDRIA,MI.P.GENOVA
PARMA,BRESCIA
PARMA,SUZZARA
NOVARA,DOMODOSSOLA
NOVARA,IVREA
NOVARA,TREVIGLIO
TREVISO,BELLUNO
TREVIGLIO,VARESE
PAVIA,CODOGNO
VERONA,VENEZIA
FIUMICINO,ORTE
LIVORNO,PONTREMOLI
PISA,LA SPEZIA
SALERNO,ARECHI
SALERNO,ARECHI
GENOVA,LA SPEZIA
M,LAVENO
SARONNO,ALBAIRATE
FIRENZE,PISA
FIRENZE,SIENA
VENEZIA,FERRARA
VENEZIA,UDINE
VENEZIA,VERONA
VENEZIA,UDINE
VENEZIA,TRIESTE
BENEVENTO,CASERTA
LOCRI,CATANZARO
EDOLO,BRESCIA
FOLIGNO,TERONTOLA
S.CANDIDO,MERANO
SULMONA,PESCARA
SULMONA,AVEZZANO
SULMONA,L`AQUILA
COSENZA,SAPRI
IGLESIAS,CAGLIARI
CAGLIARI,IGLESIAS
IGLESIAS,CAGLIARI
CAMPIGLIA,GROSSETO
PONTREMOLI,LA SPEZIA
AULLA,PIAZZA
ASCOLI,ANCONA
S.BENEDETTO,ANCONA
VENTIMIGLIA,IMPERIA
TERAMO,VASTO
PESCARA,TERAMO
LECCE,BARI
LECCE,BARI
BRINDISI,TARANTO
LECCO,SONDRIO
COLICO,CHIAVENNA
MONSELICE,MANTOVA
FOSSANO,LIMONE
CHIUSI,SIENA
PAVIA,VERCELLI
VERCELLI,PAVIA
MORTARA,MI.P.GENOVA
MORTARA,NOVARA
MELITO,VILLA
LADISPOLI-CERVETERI,PONTE
RAVENNA,FERRARA
RAVENNA,CASTELBOLOGNESE
CATANIA,TAORMINA
CODOGNO,PAVIA
SIENA,FIRENZE
ASTI,ACQUI
ASTI,VOGHERA
MANTOVA,MONSELICE
MANTOVA,VERONA
AREZZO,PISTOIA
FIRENZE,BORGO
BORGO,FIRENZE
AREZZO,PRATO
SAN,BARI
FOGGIA,BARI
VIAREGGIO,FIRENZE
PISTOIA,FIRENZE
CAGLIARI,SAN
CAGLIARI,ORISTANO
S.AGATA,MESSINA
CREMONA,TREVIGLIO
CREMONA,BRESCIA
ALA,BOLZANO
TRENTO,BOLZANO
SACILE,MANIAGO
SACILE,VENEZIA
LUCCA,PIAZZA
LUCCA,PONTEDERA
LUCCA,PISA
MERANO,BRENNERO
BOLZANO,ROVERETO
PALERMO,PUNTA
PALERMO,PUNTA
PUNTA,PALERMO
PORTOGRUARO,VENEZIA
PORTOGRUARO,TREVISO
PORTOGRUARO,TRIESTE
PORTOGRUARO,VENEZIA
PORTOGRUARO,TREVISO
PORTOGRUARO,CASARSA
BARLETTA,BARI
PESCARA,SULMONA
TARVISIO,TRIESTE
UDINE,TRIESTE
UDINE,TRIESTE
TRIESTE,PORTOGRUARO
TRIESTE,UDINE
RIMINI,ANCONA
FERRARA,SUZZARA
FERRARA,RAVENNA
CASERTA,SALERNO
CHIVASSO,PINEROLO
MONTEROTONDO,CESANO
ORTE,FIUMICINO
FIUMICINO,FARA
MONTEROTONDO,CESANO
FARA,FIUMICINO
FIUMICINO,POGGIO
CESANO,FARA
SAVONA,GENOVA
REGGIO,GUASTALLA
REGGIO,CIANO
CHIERI,RIVAROLO
RIVAROLO,CHIERI
PINEROLO,CHIVASSO
CIAMPINO,ALBANO
FIRENZE,LIVORNO
FIRENZE,LIVORNO
PISA,FIRENZE
EMPOLI,FIRENZE
FIRENZE,PONTASSIEVE
PALERMO,CEFALU`
GALLARATE,LUINO
VERONA,VENEZIA
VICENZA,VENEZIA
VICENZA,SCHIO
VICENZA,TREVISO
ANCONA,FABRIANO
ANCONA,PESARO
ANCONA,JESI
BERGAMO,BRESCIA
BERGAMO,TREVIGLIO
BERGAMO,BRESCIA
LA SPEZIA,PISA
LA SPEZIA,PONTREMOLI
LA SPEZIA,PISA
FASANO,BARLETTA
BARI,LECCE
BARI,BARLETTA
BARI,BITRITTO
MODENA,MANTOVA
ALESSANDRIA,PAVIA
ALESSANDRIA,GENOVA
ALESSANDRIA,MI.P.GENOVA
NOVARA,TREVIGLIO
NOVARA,ALESSANDRIA
TREVISO,VICENZA
TREVISO,PORTOGRUARO
TREVISO,PADOVA
TREVIGLIO,VARESE
PIOLTELLO,NOVARA
PAVIA,ALESSANDRIA
GENOVA,RECCO
GENOVA,ARQUATA
GENOVA,ACQUI
GENOVA,BUSALLA
ORTE,FIUMICINO
PISA,FIRENZE
PISA,LA SPEZIA
PISA,CAMPIGLIA
SALERNO,CASERTA
SALERNO,ARECHI
SESTRI,GENOVA
GENOVA,GENOVA
VENEZIA,VERONA
PADOVA,TREVISO
PADOVA,MONTEBELLUNA
PADOVA,BASSANO
PADOVA,LEGNAGO
SARONNO,ALBAIRATE
MONZA,LECCO
MONZA,MOLTENO
M,LAVENO
M,ERBA
M,NOVARA
M,VARESE
M,ERBA
M,COMO
M,CAMNAGO
LAVENO,M
NOVARA,M
COMO,M
SARONNO,LODI
SARONNO,LODI
