stazPart,stazArr
CREMONA,BRESCIA
CREMONA,FIDENZA
CREMONA,TREVIGLIO
SACILE,MANIAGO
VIAREGGIO,PESCIA
BOLZANO,ALA
BOLZANO,MERANO
PALERMO,PUNTA
PALERMO,PUNTA
PORTOGRUARO,TREVISO
PORTOGRUARO,VENEZIA
BARI,FOGGIA
FRANCAVILLA,TERAMO
PESCARA,SULMONA
PESCARA,S.BENEDETTO
UDINE,TRIESTE
RIMINI,IMOLA
FERRARA,RAVENNA
CASERTA,CASSINO
CHIVASSO,PINEROLO
FIUMICINO,FARA
REGGIO,GUASTALLA
REGGIO,CIANO
CHIERI,RIVAROLO
FIRENZE,SIENA
EMPOLI,SIENA
FIRENZE,AREZZO
PALERMO,PUNTA
BUSTO,STABIO
GALLARATE,LUINO
VICENZA,TREVISO
ANCONA,PESARO
COMO,MOLTENO
BERGAMO,BRESCIA
LA SPEZIA,SESTRI
LA SPEZIA,PISA
FASANO,BARLETTA
BARI,LECCE
BARI,TARANTO
BARI,TARANTO
MODENA,MANTOVA
MODENA,SASSUOLO
ALESSANDRIA,PAVIA
ALESSANDRIA,VOGHERA
ALESSANDRIA,NOVARA
NOVARA,PIOLTELLO
VENEZIA,UDINE
TREVISO,PADOVA
TREVISO,BELLUNO
TREVISO,PORTOGRUARO
TREVISO,VENEZIA
TREVISO,VICENZA
TREVIGLIO,VARESE
PIOLTELLO,NOVARA
PAVIA,ALESSANDRIA
VERONA,VENEZIA
VERONA,MANTOVA
FIUMICINO,FARA
GENOVA,ARQUATA
VAL,LUNGHEZZA
FARA,FIUMICINO
LIVORNO,FIRENZE
PISA,LA SPEZIA
SALERNO,CASERTA
SESTRI,SAVONA
SESTRI,SAVONA
VENEZIA,VERONA
VENEZIA,ROVIGO
PADOVA,BASSANO
M,VARESE
M,ASSO
M,COMO
M,MALPENSA
M,SARONNO
SARONNO,ALBAIRATE
SARONNO,LODI
FIRENZE,PISA
FIRENZE,LIVORNO
FIRENZE,PISA
IMOLA,S.PIETRO
VENEZIA,BASSANO
VENEZIA,PORTOGRUARO
VENEZIA,BASSANO
VENEZIA,CONEGLIANO
VENEZIA,VICENZA
GOLFO,OLBIA
PORTO,SASSARI
VITERBO,ORTE
ATTIGLIANO,VITERBO
BRESCIA,PISOGNE
LIMONE,FOSSANO
CAPISTRELLO,AVEZZANO
PIACENZA,VOGHERA
PERUGIA,FOLIGNO
POTENZA,POTENZA
LIVORNO,CECINA
ARONA,NOVARA
SAPRI,PAOLA
IGLESIAS,VILLAMASSARGIA
VILLAMASSARGIA,IGLESIAS
FELTRE,BELLUNO
PONTREMOLI,LA SPEZIA
LA SPEZIA,PONTREMOLI
TERAMO,PESCARA
CHIAVENNA,COLICO
COLICO,CHIAVENNA
TERONTOLA,ORTE
MI.P.GENOVA,MORTARA
NOVARA,MORTARA
MELITO,REGGIO
VILLA,REGGIO
GIARRE,CATANIA
ACQUI,ASTI
ASTI,ALESSANDRIA
INCISA,PRATO
AREZZO,FIRENZE
AREZZO,FIRENZE
PONTASSIEVE,BORGO
PONTASSIEVE,FIRENZE
BIELLA,SANTHIA`
SANTHIA`,BIELLA
STABIO,BUSTO
IMOLA,RIMINI
FIRENZE,PISTOIA
DECIMOMANNU,CAGLIARI
ORISTANO,CAGLIARI
CAGLIARI,SAN
PATTI-SAN,MESSINA
MESSINA,GIAMPILIERI
MESSINA,PATTI-SAN
TREVIGLIO,CREMONA
FIDENZA,CREMONA
BRESCIA,CREMONA
BOZZOLO,CREMONA
CREMONA,BOZZOLO
CREMONA,CODOGNO
MANIAGO,SACILE
LUCCA,VIAREGGIO
LUCCA,PISA
PUNTA,PALERMO
GIACHERY,PALERMO
PUNTA,PALERMO
PALERMO,GIACHERY
PALERMO,GIACHERY
CASARSA,PORTOGRUARO
PORTOGRUARO,CASARSA
TRIESTE,CERVIGNANO
CODIGORO,FERRARA
PINEROLO,CHIVASSO
ORTE,FIUMICINO
CIANO,REGGIO
SASSUOLO,REGGIO
GUASTALLA,REGGIO
REGGIO,SASSUOLO
RIVAROLO,CHIERI
CIAMPINO,VELLETRI
EMPOLI,FIRENZE
FIRENZE,AREZZO
BORGO,FIRENZE
FIRENZE,BORGO
S.AGATA,PALERMO
AGRIGENTO,PALERMO
PALERMO,TERMINI
LUINO,GALLARATE
VICENZA,SCHIO
VICENZA,SCHIO
JESI,ANCONA
MOLTENO,COMO
COMO,CHIASSO
TREVIGLIO,BERGAMO
BERGAMO,TREVIGLIO
BERGAMO,BRESCIA
BERGAMO,TREVIGLIO
LEVANTO,LA SPEZIA
LEVANTO,LA SPEZIA
SESTRI,LA SPEZIA
LA SPEZIA,LEVANTO
TARANTO,BARI
BITRITTO,BARI
BARI,BITRITTO
CARPI,MODENA
SASSUOLO,MODENA
MODENA,SASSUOLO
MODENA,CARPI
VOGHERA,ASTI
ALESSANDRIA,ARQUATA
SUZZARA,PARMA
BERCETO,PARMA
PARMA,BERCETO
DOMODOSSOLA,NOVARA
NOVARA,BIELLA
NOVARA,BORGOMANERO
CONEGLIANO,VENEZIA
VENEZIA,TREVISO
MONTEBELLUNA,TREVISO
TREVISO,MONTEBELLUNA
GENOVA,GENOVA
GENOVA,GENOVA
GENOVA,BUSALLA
ARQUATA,GENOVA
GENOVA,GENOVA
BUSALLA,GENOVA
ACQUI,GENOVA
PONTEDERA,PISA
PISA,LUCCA
MERCATO,SALERNO
SALERNO,MERCATO
GENOVA,GENOVA
GENOVA,GENOVA
BASSANO,PADOVA
PADOVA,TREVISO
PADOVA,MONTEBELLUNA
M,VARESE
M,ERBA
M,COMO
M,NOVARA
CAMNAGO,M
M,CAMNAGO
M,MALPENSA
NOVARA,M
M,SARONNO
COMO,M
LAVENO,M
ASSO,M
SARONNO,M
MALPENSA,M
CAMNAGO,M
COMO,M
VARESE,M
ASSO,M
SARONNO,M
MARRADI,FIRENZE
BASSANO,VENEZIA
VENEZIA,VENEZIA
VENEZIA,VENEZIA
L`AQUILA,SULMONA
L`AQUILA,TERNI
CASTELBOLOGNESE,RAVENNA
ALBA,ASTI
SAN,CAGLIARI
VIAREGGIO,LUCCA
GIACHERY,PALERMO
TERMOLI,PESCARA
ACQUI,SAVONA
SASSUOLO,REGGIO
TERMINI,PALERMO
SCHIO,VICENZA
CHIASSO,COMO
BRESCIA,BERGAMO
BRESCIA,PARMA
BIELLA,NOVARA
MONTEBELLUNA,PADOVA
SIBARI,BOLZANO
VENEZIA,LECCE
RIMINI,BRENNERO
ANCONA,PIACENZA
PIACENZA,ANCONA
VERONA,BRENNERO
PISA,CIVITAVECCHIA
SIBARI,CATANZARO
CATANZARO,SIBARI
CASSINO,AVEZZANO
REGGIO,LAMEZIA
REGGIO,COSENZA
CATANIA,MESSINA
MESSINA,PALERMO
SAVONA,LA SPEZIA
SAVONA,SESTRI
ANCONA,FOLIGNO
ANCONA,FABRIANO
LA SPEZIA,FIRENZE
PARMA,SALSOMAGGIORE
VENEZIA,TRIESTE
PISA,FIRENZE
FIRENZE,PISA
FIRENZE,LA SPEZIA
OLBIA,SASSARI
BENEVENTO,CASERTA
BRESCIA,EDOLO
FOLIGNO,FIRENZE
POTENZA,SALERNO
FABRIANO,ANCONA
VENTIMIGLIA,SAVONA
FOLIGNO,TERONTOLA
TERNI,L`AQUILA
GROSSETO,PISA
GROSSETO,SIENA
CHIUSI,FIRENZE
REGGIO,CATANZARO
SIENA,GROSSETO
MANTOVA,MONSELICE
NOVARA,IVREA
VARESE,TREVIGLIO
CAGLIARI,MACOMER
MESSINA,S.AGATA
MESSINA,CATANIA
TRENTO,BASSANO
LUCCA,AULLA
BOLZANO,VERONA
BARLETTA,FASANO
SALSOMAGGIORE,FIDENZA
FIDENZA,SALSOMAGGIORE
UDINE,VENEZIA
TRIESTE,VENEZIA
TRIESTE,CARNIA
FERRARA,SUZZARA
CASERTA,BENEVENTO
CHIVASSO,ALESSANDRIA
FIUMICINO,ORTE
SAVONA,SESTRI
PALERMO,DITTAINO
PALERMO,S.AGATA
PALERMO,AGRIGENTO
ANCONA,PESCARA
ANCONA,RIMINI
BARI,FOGGIA
BARI,LECCE
ALESSANDRIA,CHIVASSO
ALESSANDRIA,SAVONA
PARMA,BRESCIA
TREVIGLIO,VARESE
PAVIA,VERCELLI
VERONA,BOLZANO
GENOVA,ACQUI
SARONNO,ALBAIRATE
SARONNO,LODI
FIRENZE,FAENZA
VENEZIA,VERONA
CALTANISSETTA,ROCCAPALUMBA-ALIA
CALTANISSETTA,DITTAINO
BENEVENTO,CASERTA
ROCCELLA,REGGIO
EDOLO,BRESCIA
AVEZZANO,SULMONA
POTENZA,MELFI
BRENNERO,MERANO
MERANO,BRENNERO
FABRIANO,MACERATA
FABRIANO,ANCONA
SULMONA,L`AQUILA
COSENZA,SAPRI
CARBONIA,CAGLIARI
BELLUNO,FELTRE
LAMEZIA,CATANZARO
ASCOLI,ANCONA
S.BENEDETTO,PESCARA
SALERNO,POTENZA
FOLIGNO,PERUGIA
ORTE,TERNI
TERNI,ORTE
LECCE,BARI
LECCE,BARI
BRINDISI,TARANTO
LECCO,SONDRIO
COLICO,LECCO
ANCONA,ASCOLI
ROVIGO,PADOVA
SUZZARA,FERRARA
FOSSANO,SAN
CHIUSI,AREZZO
VERCELLI,PAVIA
MORTARA,MI.P.GENOVA
RAVENNA,CASTELBOLOGNESE
RAVENNA,FERRARA
IVREA,NOVARA
CATANIA,GIARRE
CODOGNO,PAVIA
SIENA,CHIUSI
SIENA,FIRENZE
SIENA,EMPOLI
ASTI,ACQUI
MANTOVA,MODENA
MANTOVA,VERONA
FOGGIA,BARI
FOGGIA,TERMOLI
FAENZA,BORGO
FAENZA,BORGO
FIRENZE,VIAREGGIO
PISTOIA,FIRENZE
CAGLIARI,IGLESIAS
CAGLIARI,IGLESIAS
CREMONA,BRESCIA
CREMONA,FIDENZA
CREMONA,TREVIGLIO
VENEZIA,UDINE
SACILE,VENEZIA
BOLZANO,ROVERETO
PALERMO,PUNTA
PALERMO,PUNTA
PORTOGRUARO,TRIESTE
PORTOGRUARO,TREVISO
BARLETTA,BARI
SALSOMAGGIORE,FIDENZA
SALSOMAGGIORE,FIDENZA
FIDENZA,SALSOMAGGIORE
FIDENZA,SALSOMAGGIORE
PESCARA,SULMONA
PESCARA,TERMOLI
PESCARA,SULMONA
PESCARA,TORRE
CARNIA,TRIESTE
UDINE,TRIESTE
FERRARA,CODIGORO
FERRARA,RAVENNA
FERRARA,SERMIDE
CASERTA,BATTIPAGLIA
CASERTA,SALERNO
CHIVASSO,PINEROLO
FIUMICINO,POGGIO
FARA,FIUMICINO
FIUMICINO,FARA
POGGIO,FIUMICINO
SAVONA,VENTIMIGLIA
S.LAZZARO,GUASTALLA
REGGIO,CIANO
PINEROLO,CHIVASSO
CHIERI,RIVAROLO
EMPOLI,SIENA
EMPOLI,SIENA
FIRENZE,BORGO
PALERMO,PUNTA
BUSTO,STABIO
GALLARATE,LUINO
VICENZA,TREVISO
ANCONA,FOLIGNO
ANCONA,RIMINI
COMO,MOLTENO
LA SPEZIA,GENOVA
LA SPEZIA,SESTRI
LA SPEZIA,PISA
LA SPEZIA,LEVANTO
FASANO,BARLETTA
FASANO,BARLETTA
BARI,LECCE
MODENA,MANTOVA
ALESSANDRIA,PAVIA
PARMA,SUZZARA
PARMA,SUZZARA
NOVARA,PIOLTELLO
NOVARA,PIOLTELLO
NOVARA,ALESSANDRIA
NOVARA,ARONA
NOVARA,BIELLA
TREVISO,PADOVA
TREVISO,PORTOGRUARO
TREVISO,VENEZIA
TREVISO,VICENZA
TREVIGLIO,VARESE
PIOLTELLO,NOVARA
PIOLTELLO,NOVARA
PAVIA,ALESSANDRIA
PAVIA,CODOGNO
VERONA,VENEZIA
VERONA,MANTOVA
FIUMICINO,FARA
GENOVA,ACQUI
GENOVA,ARQUATA
FARA,FIUMICINO
LIVORNO,FIRENZE
LIVORNO,FIRENZE
PISA,LA SPEZIA
PISA,LA SPEZIA
SALERNO,CASERTA
SALERNO,BUCCINO
SESTRI,SAVONA
SESTRI,SAVONA
VENEZIA,VERONA
VENEZIA,ROVIGO
PADOVA,BASSANO
M,LAVENO
M,ASSO
M,COMO
M,CAMNAGO
M,MALPENSA
M,SARONNO
MALPENSA,M
SARONNO,ALBAIRATE
SARONNO,LODI
FIRENZE,LIVORNO
FIRENZE,PISTOIA
FIRENZE,BORGO
IMOLA,FERRARA
VENEZIA,BASSANO
VENEZIA,PORTOGRUARO
VENEZIA,BASSANO
VENEZIA,SACILE
OLBIA,GOLFO
SASSARI,PORTO
ORTE,ORVIETO
VITERBO,ORTE
COSENZA,SIBARI
BRESCIA,ISEO
EDOLO,BRESCIA
MELFI,POTENZA
CARBONIA,VILLAMASSARGIA
VILLAMASSARGIA,CARBONIA
FELTRE,BELLUNO
PONTREMOLI,LA SPEZIA
ASCOLI,ANCONA
TERNI,RIETI
TARANTO,BRINDISI
CHIAVENNA,COLICO
COLICO,CHIAVENNA
CIVITANOVA,MACERATA
SAN,FOSSANO
VERCELLI,MORTARA
MI.P.GENOVA,MORTARA
MELITO,VILLA
IVREA,CHIVASSO
MONTEPULCIANO,SIENA
ACQUI,ASTI
ASTI,ALBA
PRATO,MONTEVARCHI
BIELLA,SANTHIA`
SANTHIA`,BIELLA
STABIO,BUSTO
LUCCA,FIRENZE
FIRENZE,PISTOIA
CAGLIARI,SAN
CAGLIARI,DECIMOMANNU
GIAMPILIERI,MESSINA
FIDENZA,CREMONA
BRESCIA,CREMONA
ALA,BOLZANO
BASSANO,TRENTO
MANIAGO,SACILE
SACILE,MANIAGO
LUCCA,PISA
MERANO,BOLZANO
PUNTA,PALERMO
GIACHERY,PALERMO
PUNTA,PALERMO
PUNTA,PALERMO
PALERMO,GIACHERY
PALERMO,GIACHERY
CASARSA,PORTOGRUARO
PORTOGRUARO,CASARSA
SALSOMAGGIORE,FIDENZA
SALSOMAGGIORE,PARMA
FIDENZA,SALSOMAGGIORE
ROVIGO,FERRARA
PINEROLO,CHIVASSO
ORTE,FIUMICINO
CIANO,REGGIO
GUASTALLA,REGGIO
RIVAROLO,CHIERI
FIRENZE,EMPOLI
LIVORNO,FIRENZE
AGRIGENTO,PALERMO
PALERMO,CEFALU`
PALERMO,TERMINI
LUINO,GALLARATE
GALLARATE,TREVIGLIO
SCHIO,VICENZA
VICENZA,SCHIO
MOLTENO,COMO
COMO,CHIASSO
TREVIGLIO,BERGAMO
BERGAMO,TREVIGLIO
LEVANTO,SARZANA
LA SPEZIA,LEVANTO
LEVANTO,LA SPEZIA
LA SPEZIA,LEVANTO
TARANTO,BARI
FASANO,BARLETTA
BITRITTO,BARI
BARI,BITRITTO
SASSUOLO,MODENA
CARPI,MODENA
MODENA,SASSUOLO
MODENA,CARPI
ARQUATA,ALESSANDRIA
SUZZARA,PARMA
BERCETO,PARMA
PARMA,BERCETO
DOMODOSSOLA,NOVARA
NOVARA,BIELLA
GENOVA,GENOVA
GENOVA,BUSALLA
ARQUATA,GENOVA
GENOVA,GENOVA
BUSALLA,GENOVA
ACQUI,GENOVA
PISA,LUCCA
MERCATO,SALERNO
NOCERA,SALERNO
GENOVA,GENOVA
MONTEBELLUNA,PADOVA
PADOVA,CASTELFRANCO
PADOVA,MONTEBELLUNA
M,ERBA
M,COMO
M,NOVARA
CAMNAGO,M
M,CAMNAGO
M,MALPENSA
NOVARA,M
M,SARONNO
LAVENO,M
ERBA,M
SARONNO,M
MALPENSA,M
CAMNAGO,M
COMO,M
BORGO,FIRENZE
S.PIETRO,IMOLA
BASSANO,VENEZIA
BASSANO,VENEZIA
VENEZIA,VENEZIA
VENEZIA,VENEZIA
GOLFO,OLBIA
ROCCAPALUMBA-ALIA,CALTANISSETTA
L`AQUILA,SULMONA
CONEGLIANO,BELLUNO
MACOMER,CAGLIARI
GIACHERY,PALERMO
TERMINI,PALERMO
SCHIO,VICENZA
PESARO,ANCONA
CHIASSO,COMO
BRESCIA,BERGAMO
TARANTO,BARI
SASSUOLO,MODENA
BRESCIA,PARMA
BASSANO,PADOVA
MONTEBELLUNA,PADOVA
REGGIO,VENEZIA
LECCE,VENEZIA
ANCONA,PIACENZA
SIRACUSA,MESSINA
CAGLIARI,OLBIA
PIACENZA,ANCONA
TRIESTE,VENEZIA
FIRENZE,FOLIGNO
PALERMO,MESSINA
SIBARI,CATANZARO
POTENZA,FOGGIA
CATANZARO,REGGIO
CATANZARO,SIBARI
COSENZA,REGGIO
LAMEZIA,REGGIO
CATANIA,MESSINA
MESSINA,PALERMO
MESSINA,SIRACUSA
SAVONA,SESTRI
LA SPEZIA,FIRENZE
NOVARA,DOMODOSSOLA
VERONA,VENEZIA
GENOVA,VENTIMIGLIA
PISA,AULLA
FIRENZE,PISA
OLBIA,SASSARI
BRESCIA,EDOLO
AVEZZANO,CASSINO
POTENZA,TARANTO
SULMONA,TERAMO
BELLUNO,VENEZIA
AULLA,LUCCA
VENTIMIGLIA,SAVONA
PESCARA,ANCONA
FOLIGNO,ANCONA
CASSINO,AVEZZANO
TERNI,L`AQUILA
MONSELICE,MANTOVA
REGGIO,ROCCELLA
REGGIO,COSENZA
CATANIA,MESSINA
CATANIA,CALTAGIRONE
SIENA,CHIUSI
MANTOVA,MONSELICE
MONTEVARCHI,PISTOIA
NOVARA,IVREA
VARESE,TREVIGLIO
VARESE,TREVIGLIO
MESSINA,CATANIA
PUNTA,AGRIGENTO
VENEZIA,TRIESTE
PORTOGRUARO,VENEZIA
BARLETTA,FASANO
CHIETI,TERAMO
TRIESTE,VENEZIA
TRIESTE,UDINE
FERRARA,CODIGORO
CHIVASSO,ALESSANDRIA
FIUMICINO,ORTE
SAVONA,ALESSANDRIA
SAVONA,SESTRI
FIRENZE,LA SPEZIA
FIRENZE,AREZZO
PALERMO,AGRIGENTO
ANCONA,PESCARA
BARI,SAN
BARI,TARANTO
ALESSANDRIA,CHIVASSO
PARMA,BRESCIA
TREVIGLIO,VARESE
PAVIA,VERCELLI
VERONA,BOLZANO
GENOVA,LA SPEZIA
SARONNO,ALBAIRATE
SARONNO,LODI
VENEZIA,VERONA
VENEZIA,UDINE
DITTAINO,PALERMO
ORTE,VITERBO
SIBARI,COSENZA
SONDRIO,LECCO
PERUGIA,FOLIGNO
BRENNERO,MERANO
MERANO,BRENNERO
CATANZARO,LAMEZIA
SULMONA,L`AQUILA
SAPRI,COSENZA
IGLESIAS,CAGLIARI
BELLUNO,TREVISO
BELLUNO,FELTRE
PONTREMOLI,PISA
LA SPEZIA,VILLAFRANCA
TERAMO,PESCARA
CASSINO,CASERTA
LECCE,BARI
BRINDISI,TARANTO
LECCO,SONDRIO
ANCONA,ASCOLI
MONSELICE,LEGNAGO
FOSSANO,LIMONE
CHIUSI,FIRENZE
CHIUSI,SIENA
MORTARA,ALESSANDRIA
MORTARA,MI.P.GENOVA
MORTARA,PAVIA
MORTARA,CASALE
REGGIO,MELITO
RAVENNA,FERRARA
CODOGNO,PAVIA
SIENA,FIRENZE
SIENA,EMPOLI
SIENA,BUONCONVENTO
MANTOVA,MODENA
MANTOVA,VERONA
FIRENZE,BORGO
PONTASSIEVE,FIRENZE
NOVARA,CHIVASSO
FOGGIA,BARI
PISTOIA,FIRENZE
PISTOIA,FIRENZE
CAGLIARI,ORISTANO
CAGLIARI,CARBONIA
MESSINA,GIAMPILIERI
CREMONA,BRESCIA
CREMONA,FIDENZA
PALERMO,PUNTA
PALERMO,PUNTA
VENEZIA,TRIESTE
PORTOGRUARO,TREVISO
PORTOGRUARO,VENEZIA
BARI,FOGGIA
BARLETTA,FASANO
PESCARA,TERMOLI
PESCARA,SULMONA
CARNIA,TRIESTE
RIMINI,IMOLA
CASERTA,CASSINO
CASERTA,SALERNO
CHIVASSO,PINEROLO
CHIVASSO,NOVARA
FARA,FIUMICINO
FIUMICINO,FARA
POGGIO,FIUMICINO
CESANO,MONTEROTONDO
SAVONA,VENTIMIGLIA
REGGIO,CIANO
REGGIO,GUASTALLA
CHIERI,RIVAROLO
FIRENZE,LIVORNO
FIRENZE,SIENA
EMPOLI,SIENA
FIRENZE,AREZZO
PALERMO,PUNTA
GALLARATE,LUINO
VICENZA,TREVISO
ANCONA,FABRIANO
ANCONA,PESARO
ANCONA,FABRIANO
CHIASSO,MONZA
COMO,MOLTENO
BERGAMO,BRESCIA
LA SPEZIA,SESTRI
FASANO,BARLETTA
BARI,LECCE
BARI,TARANTO
MODENA,MANTOVA
MODENA,SASSUOLO
ALESSANDRIA,VOGHERA
NOVARA,PIOLTELLO
NOVARA,PIOLTELLO
NOVARA,ARONA
VENEZIA,BELLUNO
TREVISO,PADOVA
TREVISO,PORTOGRUARO
TREVISO,MONTEBELLUNA
TREVISO,VICENZA
PIOLTELLO,NOVARA
PIOLTELLO,NOVARA
PAVIA,ALESSANDRIA
PAVIA,CODOGNO
VERONA,NOGARA
VERONA,VENEZIA
VERONA,VILLAFRANCA
FIUMICINO,FARA
GENOVA,ARQUATA
FARA,FIUMICINO
LIVORNO,FIRENZE
PISA,CAMPIGLIA
PISA,EMPOLI
PISA,LA SPEZIA
SALERNO,CASERTA
SESTRI,SAVONA
GENOVA,GENOVA
VENEZIA,VERONA
VENEZIA,ROVIGO
PADOVA,BASSANO
M,CAMNAGO
M,MALPENSA
M,SARONNO
MALPENSA,M
SARONNO,ALBAIRATE
SARONNO,LODI
SARONNO,M
FIRENZE,BORGO
VENEZIA,BASSANO
VENEZIA,PORTOGRUARO
VENEZIA,BASSANO
VENEZIA,CONEGLIANO
PORTO,SASSARI
ROCCAPALUMBA-ALIA,CALTANISSETTA
COSENZA,SIBARI
SIRACUSA,AUGUSTA
LIMONE,FOSSANO
VOGHERA,PIACENZA
ARONA,NOVARA
IGLESIAS,CAGLIARI
IGLESIAS,VILLAMASSARGIA
VILLAMASSARGIA,IGLESIAS
FELTRE,BELLUNO
SAPRI,SALERNO
L`AQUILA,TERNI
RIETI,TERNI
TARANTO,BRINDISI
CHIAVENNA,COLICO
COLICO,CHIAVENNA
MACERATA,CIVITANOVA
MI.P.GENOVA,MORTARA
MORTARA,MI.P.GENOVA
PRATO,MONTEVARCHI
AREZZO,FIRENZE
BIELLA,SANTHIA`
SANTHIA`,BIELLA
STABIO,BUSTO
FIRENZE,PISTOIA
SAN,CAGLIARI
DECIMOMANNU,CAGLIARI
CAGLIARI,SAN
S.AGATA,MESSINA
PATTI-SAN,MESSINA
GIAMPILIERI,MESSINA
TREVIGLIO,CREMONA
BRESCIA,CREMONA
ROVERETO,BOLZANO
BASSANO,TRENTO
TRENTO,ALA
TRENTO,ROVERETO
PISA,LUCCA
PESCIA,VIAREGGIO
LUCCA,VIAREGGIO
LUCCA,PISA
PUNTA,PALERMO
PALERMO,PUNTA
GIACHERY,PALERMO
PUNTA,PALERMO
PUNTA,PALERMO
PALERMO,GIACHERY
PALERMO,GIACHERY
CASARSA,PORTOGRUARO
PORTOGRUARO,CASARSA
PARMA,SALSOMAGGIORE
SALSOMAGGIORE,FIDENZA
FIDENZA,SALSOMAGGIORE
CARNIA,UDINE
CERVIGNANO,TRIESTE
SERMIDE,FERRARA
PINEROLO,CHIVASSO
ORTE,FIUMICINO
SASSUOLO,REGGIO
GUASTALLA,REGGIO
CIANO,REGGIO
RIVAROLO,CHIERI
EMPOLI,FIRENZE
AGRIGENTO,PALERMO
S.AGATA,PALERMO
CEFALU`,PALERMO
PALERMO,TERMINI
CASSANO,VARESE
LUINO,GALLARATE
MOLTENO,COMO
COMO,CHIASSO
TREVIGLIO,BERGAMO
BERGAMO,TREVIGLIO
SARZANA,LEVANTO
LEVANTO,LA SPEZIA
LEVANTO,LA SPEZIA
SESTRI,LA SPEZIA
LA SPEZIA,SARZANA
CARPI,MODENA
SASSUOLO,MODENA
MODENA,SASSUOLO
MODENA,CARPI
VOGHERA,ASTI
BERCETO,PARMA
PARMA,BERCETO
BIELLA,NOVARA
NOVARA,BIELLA
CONEGLIANO,VENEZIA
VENEZIA,TREVISO
MONTEBELLUNA,TREVISO
GENOVA,GENOVA
GENOVA,BUSALLA
ARQUATA,GENOVA
GENOVA,GENOVA
BUSALLA,GENOVA
NOCERA,SALERNO
SALERNO,NOCERA
GENOVA,GENOVA
BASSANO,PADOVA
PADOVA,TREVISO
PADOVA,MONTEBELLUNA
M,COMO
M,NOVARA
CAMNAGO,M
M,CAMNAGO
M,MALPENSA
NOVARA,M
M,SARONNO
COMO,M
ERBA,M
SARONNO,M
MALPENSA,M
CAMNAGO,M
ASSO,M
BORGO,FIRENZE
BASSANO,VENEZIA
BASSANO,VENEZIA
VENEZIA,VENEZIA
VENEZIA,VENEZIA
L`AQUILA,SULMONA
ALBA,ASTI
SAN,CAGLIARI
MINUCCIANO,LUCCA
VIAREGGIO,LUCCA
GIACHERY,PALERMO
CODIGORO,FERRARA
SCHIO,VICENZA
CHIASSO,COMO
BRESCIA,BERGAMO
TARANTO,BARI
BRESCIA,PARMA
SUZZARA,PARMA
MONTEBELLUNA,PADOVA
VILLAFRANCA,LA SPEZIA
BRENNERO,RIMINI
ANCONA,PIACENZA
PIACENZA,ANCONA
TRIESTE,VENEZIA
SALERNO,ARECHI
SASSARI,CAGLIARI
SIRACUSA,MESSINA
CATANZARO,REGGIO
COSENZA,REGGIO
GROSSETO,FIRENZE
VENTIMIGLIA,GENOVA
REGGIO,LAMEZIA
FOGGIA,POTENZA
MESSINA,CATANIA
MESSINA,PALERMO
BOLZANO,VERONA
PIACENZA,PESARO
UDINE,VENEZIA
SAVONA,SESTRI
FIRENZE,FOLIGNO
LA SPEZIA,FIRENZE
VENEZIA,TRIESTE
VERONA,VENEZIA
SALERNO,ARECHI
SALERNO,ARECHI
BRESCIA,EDOLO
SALERNO,POTENZA
FOLIGNO,TERONTOLA
LECCE,BARI
ANCONA,FABRIANO
VAL,AVEZZANO
REGGIO,COSENZA
REGGIO,CATANZARO
TAORMINA,CATANIA
MONTEVARCHI,PISTOIA
VARESE,TREVIGLIO
MESSINA,S.AGATA
VIAREGGIO,FIRENZE
LUCCA,FIRENZE
BARLETTA,FASANO
UDINE,VENEZIA
TRIESTE,PORTOGRUARO
RIMINI,ANCONA
FERRARA,SUZZARA
FIUMICINO,ORTE
FIRENZE,LA SPEZIA
PALERMO,DITTAINO
PALERMO,AGRIGENTO
VICENZA,VENEZIA
ANCONA,ASCOLI
ANCONA,RIMINI
BARI,FOGGIA
ALESSANDRIA,PAVIA
ALESSANDRIA,SAVONA
ALESSANDRIA,MI.P.GENOVA
PARMA,BRESCIA
NOVARA,DOMODOSSOLA
TREVIGLIO,VARESE
PAVIA,VERCELLI
VERONA,BOLZANO
SALERNO,ARECHI
SALERNO,ARECHI
SESTRI,SAVONA
SARONNO,ALBAIRATE
SARONNO,LODI
FIRENZE,LUCCA
FIRENZE,PISA
VENEZIA,UDINE
EDOLO,BRESCIA
SIRACUSA,CATANIA
AVEZZANO,SULMONA
SONDRIO,LECCO
POTENZA,MELFI
BRENNERO,MERANO
MERANO,BRENNERO
CATANZARO,LAMEZIA
SULMONA,PESCARA
SULMONA,L`AQUILA
PAOLA,SAPRI
CARBONIA,CAGLIARI
BELLUNO,FELTRE
CAMPIGLIA,GROSSETO
LAMEZIA,CATANZARO
LA SPEZIA,PONTREMOLI
ASCOLI,ANCONA
FOLIGNO,PERUGIA
LECCE,BARI
LECCO,SONDRIO
ROVIGO,VENEZIA
SUZZARA,FERRARA
FOSSANO,SAN
VERCELLI,PAVIA
NOVARA,ALESSANDRIA
VILLA,MELITO
IVREA,NOVARA
CODOGNO,CREMONA
CODOGNO,PAVIA
SIENA,CHIUSI
SIENA,FIRENZE
SIENA,EMPOLI
ASTI,ACQUI
MANTOVA,MODENA
FIRENZE,BORGO
BORGO,FIRENZE
IMOLA,RIMINI
FIRENZE,VIAREGGIO
